id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5;
20;1 rue jean bologne, paris;bologne;2.28;48.857;11 rue jean bologne, paris;13 rue jean bologne, paris;7 rue jean bologne, paris;15 rue jean bologne, paris;12 rue jean bologne, paris;
22;10, rue rougemont, paris;rougemont;2.346;48.872;13 rue rougemont, paris;12 rue rougemont, paris;11 rue rougemont, paris;10 rue rougemont, paris;14 rue rougemont, paris;
23;1 rue legrand, malakoff;legrand;2.304;48.824;3 rue legrand, malakoff;1 rue legrand, malakoff;5 rue legrand, malakoff;7 rue legrand, malakoff;9 rue legrand, malakoff;
24;8, boulevard du maréchal joffre, rueil-malmaison;joffre;2.183;48.879;9 boulevard du maréchal joffre, rueil-malmaison;13 boulevard du maréchal joffre, rueil-malmaison;7 boulevard du maréchal joffre, rueil-malmaison;15 boulevard du maréchal joffre, rueil-malmaison;12 boulevard du maréchal joffre, rueil-malmaison;
25;13 rue royale, annecy;royale;6.123;45.9;11 rue royale, annecy;20 rue royale, annecy;13 rue royale, annecy;15 rue royale, annecy;17 rue royale, annecy;
26;4 chemin des pierres de moulin, le rouret;moulin;7.006;43.675;4 chemin des pierres de moulin, saint-pons;6 chemin des pierres de moulin, saint-pons;8 chemin des pierres de moulin, saint-pons;12 chemin des pierres de moulin, saint-pons;3 chemin des pierres de moulin, saint-pons;
27;9 rue de crussol, paris;crussol;2.368;48.864;12 rue de crussol, paris;14 rue de crussol, paris;10 rue de crussol, paris;11 rue de crussol, paris;13 rue de crussol, paris;
28;123 rue oberkampf, paris;oberkampf;2.379;48.866;110 rue oberkampf, paris;112 rue oberkampf, paris;114 rue oberkampf, paris;121 rue oberkampf, paris;108 rue oberkampf, paris;
29;42 rue des acacias, paris;acacias;2.293;48.877;42 rue des acacias, paris;44 rue des acacias, paris;40 rue des acacias, paris;46 rue des acacias, paris;37 rue des acacias, paris;
30;64 rue de gand, lille;gand;3.068;50.643;2 place de gand, lille;4 place de gand, lille;8 place de gand, lille;10 place de gand, lille;6 place de gand, lille;
31;484 avenue de la république, la roquette-sur-siagne;république;6.951;43.578;554 avenue de la république, saint-jean;556 avenue de la république, saint-jean;492 avenue de la république, saint-jean;484 avenue de la république, saint-jean;476 avenue de la république, saint-jean;
32;ferme auberge de treh, markstein, kruth;markstein;6.966;47.931;;;;;;
33;6 rue de la salle, saint-germain-en-laye;salle;2.093;48.897;6 rue de la salle, saint-germain-en-laye;2 rue de la salle, saint-germain-en-laye;7 rue de la salle, saint-germain-en-laye;8 rue de la salle, saint-germain-en-laye;4 rue de la salle, saint-germain-en-laye;
34;10 rue chef de ville, la rochelle;ville;-1.154;46.158;7 rue chef de ville, la rochelle;5 rue chef de ville, la rochelle;3 rue chef de ville, la rochelle;1 rue chef de ville, la rochelle;9 rue chef de ville, la rochelle;
36;125 route du verdon, arsac;verdon;-0.739;44.982;125 route du verdon, undefined;115 route du verdon, undefined;111 route du verdon, undefined;;;
37;15 rue de wattignies, paris;wattignies;2.393;48.837;11 rue de wattignies, paris;9 rue de wattignies, paris;13 rue de wattignies, paris;7 rue de wattignies, paris;10 rue de wattignies, paris;
38;65 avenue paul vaillant couturier, arcueil;couturier;2.345;48.799;69 avenue paul vaillant-couturier, arcueil;67 avenue paul vaillant-couturier, arcueil;71 avenue paul vaillant-couturier, arcueil;65 avenue paul vaillant-couturier, arcueil;74 avenue paul vaillant-couturier, arcueil;
39;85 rue de la monnaie, lille;monnaie;3.062;50.642;52 rue de la monnaie, lille;87 rue de la monnaie, lille;91 rue de la monnaie, lille;93 rue de la monnaie, lille;89 rue de la monnaie, lille;
40;99 avenue de stalingrad, arles;stalingrad;4.637;43.691;105 avenue de stalingrad, arles;103 avenue de stalingrad, arles;99 avenue de stalingrad, arles;106 avenue de stalingrad, arles;107 avenue de stalingrad, arles;
41;1 rue de billancourt, boulogne-billancourt;billancourt;2.235;48.845;1 rue de billancourt, boulogne-billancourt;3 rue de billancourt, boulogne-billancourt;5 rue de billancourt, boulogne-billancourt;9 rue de billancourt, boulogne-billancourt;2 rue de billancourt, boulogne-billancourt;
42;29, bd kennedy, cagnes-sur-mer;kennedy;7.152;43.651;33 boulevard j f kennedy, cagnes-sur-mer;1 boulevard j f kennedy, cagnes-sur-mer;31 boulevard j f kennedy, cagnes-sur-mer;29 boulevard j f kennedy, cagnes-sur-mer;27 boulevard j f kennedy, cagnes-sur-mer;
43;18, grande rue, marly-le-roi;rue;2.095;48.867;4 rue antoine coysevox, marly-le-roi;6 rue antoine coysevox, marly-le-roi;3 rue antoine coysevox, marly-le-roi;2 rue antoine coysevox, marly-le-roi;15 grande rue, marly-le-roi;
44;6 rue de la sourdière, paris;sourdière;2.332;48.865;2 rue de la sourdière, paris;4 rue de la sourdière, paris;1 rue de la sourdière, paris;6 rue de la sourdière, paris;3 rue de la sourdière, paris;
45;95 boulevard longchamp, marseille;longchamp;5.391;43.303;101 boulevard longchamp, marseille;103 boulevard longchamp, marseille;101b boulevard longchamp, marseille;99 boulevard longchamp, marseille;105 boulevard longchamp, marseille;
46;zac les terrages, viry-noureuil;terrages;3.252;49.639;;;;;;
47;17, rue roger bouvry, seclin;bouvry;3.029;50.549;17 rue roger bouvry, seclin;15 rue roger bouvry, seclin;28 rue roger bouvry, seclin;19 rue roger bouvry, seclin;11 rue roger bouvry, seclin;
48;72, quai de l'hôtel de ville, paris;ville;2.355;48.855;80 rue de l'hôtel de ville, paris;89 quai de l'hôtel de ville, paris;62 rue de l'hôtel de ville, paris;91 quai de l'hôtel de ville, paris;89 rue de l'hôtel de ville, paris;
49;80 avenue gambetta, maisons-alfort;gambetta;2.444;48.81;72 avenue gambetta, maisons-alfort;74 avenue gambetta, maisons-alfort;70 avenue gambetta, maisons-alfort;76 avenue gambetta, maisons-alfort;78 avenue gambetta, maisons-alfort;
50;87 rue jean de la fontaine, sainte-savine;fontaine;4.045;48.299;83 rue jean de la fontaine, sainte-savine;85 rue jean de la fontaine, sainte-savine;87 rue jean de la fontaine, sainte-savine;70 rue jean de la fontaine, sainte-savine;68 rue jean de la fontaine, sainte-savine;
51;39 rue saint-jean, laon;saint-jean;3.618;49.564;8 rue du cloître saint-jean, laon;10 rue du cloître saint-jean, laon;5 rue du cloître saint-jean, laon;6 rue du cloître saint-jean, laon;9 rue du cloître saint-jean, laon;
52;29, rue remparts d'ainay, lyon;d'ainay;4.831;45.753;27 rue des remparts d'ainay, lyon;29 rue des remparts d'ainay, lyon;25 rue des remparts d'ainay, lyon;28 rue des remparts d'ainay, lyon;26 rue des remparts d'ainay, lyon;
53;524 chemin du praz, les contamines-montjoie;praz;6.724;45.802;524 chemin du praz, undefined;519 chemin du praz, undefined;521 chemin du praz, undefined;799 chemin du praz, undefined;810 chemin du praz, undefined;
54;allée loïc caradec, vannes;caradec;-2.762;47.636;1 allée loic caradec, vannes;14 allée loic caradec, vannes;5 allée loic caradec, vannes;16 allée loic caradec, vannes;3 allée loic caradec, vannes;
55;13 rue lamartine, paris, france, paris;france;2.342;48.877;;;;;;
56;10 place grenette, grenoble;grenette;5.727;45.191;10 place grenette, grenoble;8 place grenette, grenoble;12 place grenette, grenoble;6b place grenette, grenoble;14 place grenette, grenoble;
57;2 avenue honoré serres, toulouse;serres;1.439;43.612;6 avenue honoré serres, toulouse;4 avenue honoré serres, toulouse;8 avenue honoré serres, toulouse;2 avenue honoré serres, toulouse;10 avenue honoré serres, toulouse;
58;13 rue pierre bray, neuilly-sous-clermont;bray;2.429;49.349;15 rue pierre bray, undefined;13 rue pierre bray, undefined;11 rue pierre bray, undefined;5 rue pierre bray, undefined;9 rue pierre bray, undefined;
59;35 rue mauconseil, paris;mauconseil;2.347;48.864;31 rue mauconseil, paris;35 rue mauconseil, paris;36 rue mauconseil, paris;38 rue mauconseil, paris;34 rue mauconseil, paris;
60;11, rue de saint-julien, saint-julien-beychevelle;saint-julien;-0.741;45.165;30 rue de saint-julien, undefined;34 rue de saint-julien, undefined;32 rue de saint-julien, undefined;36 rue de saint-julien, undefined;9 rue de saint-julien, undefined;
61;1, rue de billancourt, boulogne-billancourt;billancourt;2.235;48.845;1 rue de billancourt, boulogne-billancourt;3 rue de billancourt, boulogne-billancourt;5 rue de billancourt, boulogne-billancourt;9 rue de billancourt, boulogne-billancourt;2 rue de billancourt, boulogne-billancourt;
62;154 boulevard haussmann, paris;haussmann;2.311;48.876;158 boulevard haussmann, paris;156 boulevard haussmann, paris;154 boulevard haussmann, paris;152 boulevard haussmann, paris;158 bis boulevard haussmann, paris;
63;121 rue de vaugirard, paris;vaugirard;2.319;48.845;134 rue de vaugirard, paris;134 bis rue de vaugirard, paris;136 rue de vaugirard, paris;117 rue de vaugirard, paris;119 rue de vaugirard, paris;
64;39, rue saint jean, lyon;jean;4.827;45.761;70 rue saint-jean, lyon;41 rue saint-jean, lyon;8 place saint-jean, lyon;39 rue saint-jean, lyon;68 rue saint-jean, lyon;
65;3, rue jean-pierre timbaud, montigny-le-bretonneux;timbaud;2.037;48.792;6 rue jean pierre timbaud, montigny-le-bretonneux;8 rue jean pierre timbaud, montigny-le-bretonneux;3 rue jean pierre timbaud, montigny-le-bretonneux;1 rue jean pierre timbaud, montigny-le-bretonneux;7 rue jean pierre timbaud, montigny-le-bretonneux;
66;7 avenue gambetta, paris;gambetta;2.389;48.864;7 avenue gambetta, paris;5 avenue gambetta, paris;9 avenue gambetta, paris;3 avenue gambetta, paris;11 avenue gambetta, paris;
67;chemin des planchettes, pierrelatte;planchettes;4.713;44.361;5000 chemin des planchettes, undefined;;;;;
68;4, rue eugène giraud, valbonne;giraud;7.009;43.641;9 rue eugène giraud, valbonne;11 rue eugène giraud, valbonne;7 rue eugène giraud, valbonne;13 rue eugène giraud, valbonne;15 rue eugène giraud, valbonne;
69;31 avenue de la bourdonnais, paris;bourdonnais;2.299;48.859;33 avenue de la bourdonnais, paris;31 avenue de la bourdonnais, paris;29 avenue de la bourdonnais, paris;27 avenue de la bourdonnais, paris;35 avenue de la bourdonnais, paris;
70;120, rue saint-maur, paris;saint-maur;2.376;48.867;129 rue saint-maur, paris;127 rue saint-maur, paris;116 rue saint-maur, paris;125 rue saint-maur, paris;131 rue saint-maur, paris;
71;rue du 8 mai 1945, mantes-la-ville;1945;1.719;48.976;5000 rue du 8 mai 1945, mantes-la-ville;5 rue du 8 mai 1945, mantes-la-ville;1 rue du 8 mai 1945, mantes-la-ville;3 rue du 8 mai 1945, mantes-la-ville;9 rue du 8 mai 1945, mantes-la-ville;
72;70 bis, boulevard auguste blanqui, paris;blanqui;2.348;48.83;66 boulevard auguste blanqui, paris;68 boulevard auguste blanqui, paris;64 boulevard auguste blanqui, paris;70 boulevard auguste blanqui, paris;73 boulevard auguste blanqui, paris;
73;188 grand rue, poitiers;rue;0.345;46.583;26 rue riffault, poitiers;30 rue riffault, poitiers;28 rue riffault, poitiers;24 rue riffault, poitiers;24 b rue riffault, poitiers;
74;41 avenue du général de gaulle, saint-mandé;gaulle;2.418;48.842;35 avenue du général de gaulle, saint-mandé;37 avenue du général de gaulle, saint-mandé;37b avenue du général de gaulle, saint-mandé;56 avenue du général de gaulle, saint-mandé;58 avenue du général de gaulle, saint-mandé;
75;21 rue du maréchal de lattre de tassigny, arcachon;tassigny;-1.173;44.661;29 rue du maréchal de lattre de tassigny, arcachon;25 rue du maréchal de lattre de tassigny, arcachon;28 rue du maréchal de lattre de tassigny, arcachon;26 rue du maréchal de lattre de tassigny, arcachon;30 rue du maréchal de lattre de tassigny, arcachon;
76;2, boulevard des écoles, bailly-romainvilliers;écoles;2.819;48.85;2 boulevard des écoles, magny-le-hongre;6 boulevard des écoles, magny-le-hongre;8 boulevard des écoles, magny-le-hongre;10 boulevard des écoles, magny-le-hongre;12 boulevard des écoles, magny-le-hongre;
77;30, quai fernand crouan, nantes;crouan;-1.565;47.207;30 quai fernand crouan, nantes;0 quai fernand crouan, nantes;;;;
78;3 rue sainte-beuve, paris;sainte-beuve;2.33;48.844;3 rue sainte-beuve, paris;5 rue sainte-beuve, paris;1 rue sainte-beuve, paris;7 rue sainte-beuve, paris;4 rue sainte-beuve, paris;
79;rue camille flammarion, carcassonne;flammarion;2.387;43.209;6 rue camille flammarion, carcassonne;5 rue camille flammarion, carcassonne;4 rue camille flammarion, undefined;3 rue camille flammarion, carcassonne;5001 rue camille flammarion, carcassonne;
80;137 rue saint-dominique, paris;saint-dominique;2.302;48.858;135 rue saint-dominique, paris;137 rue saint-dominique, paris;133 rue saint-dominique, paris;139 rue saint-dominique, paris;114 rue saint-dominique, paris;
81;68 avenue gambetta, paris, france, paris;france;2.402;48.869;;;;;;
82;38 rue principale, heiligenstein;principale;7.45;48.423;48 rue principale, barr;38 rue principale, barr;44 rue principale, barr;43 rue principale, barr;42 rue principale, barr;
83;55 rue du château d&#39;eau;2.355;48.872;;;;;;
84;5, rue lazare-carnot, sète;lazare-carnot;3.698;43.403;;;;;;
85;44 rue des tournelles, paris;tournelles;2.367;48.856;31 rue des tournelles, paris;29 rue des tournelles, paris;31 rue des tournelles, paris;31b rue des tournelles, paris;46 rue des tournelles, paris;
86;17, rue du choiseul, paris;choiseul;2.336;48.87;12 rue de choiseul, paris;15 rue de choiseul, paris;10 rue de choiseul, paris;17 rue de choiseul, paris;14 rue de choiseul, paris;
87;9, rue saint augustin, paris;augustin;2.337;48.869;12 rue saint-augustin, paris;10 rue saint-augustin, paris;13 rue saint-augustin, paris;11 rue saint-augustin, paris;9 rue saint-augustin, paris;
88;7 rue de jarente, paris;jarente;2.363;48.856;8 rue de jarente, paris;6 rue de jarente, paris;7 rue de jarente, paris;9 rue de jarente, paris;4 rue de jarente, paris;
89;27 rue racine, le havre;racine;0.106;49.49;1 rue racine, le havre;3 rue racine, le havre;5 rue racine, le havre;7 rue racine, le havre;9 rue racine, le havre;
90;134 espl. le cours, vinon-sur-verdon;cours;5.812;43.726;5018 esplanade le cours, vinon-sur-verdon;5019 esplanade le cours, vinon-sur-verdon;54 esplanade le cours, vinon-sur-verdon;50 esplanade le cours, vinon-sur-verdon;26 esplanade le cours, vinon-sur-verdon;
91;14 place du grand jardin, vence;jardin;7.114;43.722;3 place du grand jardin, vence;5 place du grand jardin, vence;7 place du grand jardin, vence;9 place du grand jardin, vence;11 place du grand jardin, vence;
92;33, rue de la plaine des bouchers, strasbourg;bouchers;7.737;48.569;36 rue de la plaine des bouchers, strasbourg;37 rue de la plaine des bouchers, strasbourg;35 rue de la plaine des bouchers, strasbourg;33 rue de la plaine des bouchers, strasbourg;40 rue de la plaine des bouchers, strasbourg;
93;16 le bourg, lurcy;bourg;4.782;46.063;74 le bourg, lurcy;84 le bourg, lurcy;100 le bourg, lurcy;16 le bourg, lurcy;107 le bourg, lurcy;
94;4, rue des faussets, bordeaux;faussets;-0.57;44.841;1 rue des faussets, bordeaux;2 rue des faussets, bordeaux;3 rue des faussets, bordeaux;4 rue des faussets, bordeaux;5 rue des faussets, bordeaux;
95;11 avenue des minimes, toulouse;minimes;1.437;43.617;22 avenue des minimes, toulouse;20 avenue des minimes, toulouse;24 avenue des minimes, toulouse;18 avenue des minimes, toulouse;13 avenue des minimes, toulouse;
96;36, rue de strasbourg, chalon-sur-saône;strasbourg;4.86;46.78;3 rue de strasbourg, chalon-sur-saône;5 rue de strasbourg, chalon-sur-saône;7 rue de strasbourg, chalon-sur-saône;1 rue de strasbourg, chalon-sur-saône;20 rue de strasbourg, chalon-sur-saône;
97;21 rue du grand pont, rochefort-du-gard;pont;4.688;43.974;15 rue du grand pont, rochefort-du-gard;17 rue du grand pont, rochefort-du-gard;11 rue du grand pont, rochefort-du-gard;29 rue du grand pont, rochefort-du-gard;25 rue du grand pont, rochefort-du-gard;
98;30, patio des reflets, courbevoie;reflets;2.248;48.89;19 place des reflets, courbevoie;32 patio des reflets, courbevoie;30 patio des reflets, courbevoie;17 place des reflets, courbevoie;18 place des reflets, courbevoie;
99;rue kléber, auch;kléber;0.589;43.65;1 rue kléber, auch;9001 rue kléber, auch;;;;
100;16, boulevard victor hugo, saint-rémy-de-provence;hugo;4.832;43.787;22 boulevard victor hugo, saint-rémy-de-provence;20 boulevard victor hugo, saint-rémy-de-provence;24 boulevard victor hugo, saint-rémy-de-provence;18 boulevard victor hugo, saint-rémy-de-provence;26 boulevard victor hugo, saint-rémy-de-provence;
101;14 rue sauval, paris;sauval;2.343;48.862;16 rue sauval, paris;14 rue sauval, paris;12 rue sauval, paris;10 rue sauval, paris;9 rue sauval, paris;
102;60, rue armand caduc, la réole;caduc;-0.039;44.582;49 rue armand caduc, la réole;47 rue armand caduc, la réole;51 rue armand caduc, la réole;48 rue armand caduc, la réole;45 rue armand caduc, la réole;
103;16 rue jean-jacques rousseau, paris;rousseau;2.341;48.863;25 rue jean-jacques rousseau, paris;27 rue jean-jacques rousseau, paris;29 rue jean-jacques rousseau, paris;23 rue jean-jacques rousseau, paris;22 rue jean-jacques rousseau, paris;
104;19, avenue de narbonne, saint-laurent-de-la-cabrerisse;narbonne;2.7;43.085;17 avenue de narbonne, saint-laurent-de-la-cabrerisse;15 avenue de narbonne, saint-laurent-de-la-cabrerisse;19 avenue de narbonne, saint-laurent-de-la-cabrerisse;21 avenue de narbonne, saint-laurent-de-la-cabrerisse;10 avenue de narbonne, saint-laurent-de-la-cabrerisse;
105;8 rue abel hovelacque, paris;hovelacque;2.353;48.833;14 rue abel hovelacque, paris;12 rue abel hovelacque, paris;16 rue abel hovelacque, paris;10 rue abel hovelacque, paris;8 rue abel hovelacque, paris;
106;8, rue tiphaine, paris;tiphaine;2.295;48.849;8 rue tiphaine, paris;6 rue tiphaine, paris;4 rue tiphaine, paris;10 rue tiphaine, paris;5 rue tiphaine, paris;
107;2 rue eugène carrière, paris;carrière;2.332;48.889;3 rue eugène carrière, paris;4 rue eugène carrière, paris;5 rue eugène carrière, paris;1 rue eugène carrière, paris;2 rue eugène carrière, paris;
108;1 rue orsel, oullins;orsel;4.81;45.716;4 rue orsel, oullins;2 rue orsel, oullins;1 rue orsel, oullins;8 rue orsel, oullins;5 rue orsel, oullins;
109;95 cours du général leclerc, langon;leclerc;-0.247;44.553;93 cours du général leclerc, langon;91 cours du général leclerc, langon;89 cours du général leclerc, langon;95 cours du général leclerc, langon;100 cours du général leclerc, langon;
110;6 bis allée des muletiers, mordelles;muletiers;-1.852;48.072;8 place des muletiers, mordelles;10 place des muletiers, mordelles;12 place des muletiers, mordelles;6 allée des muletiers, mordelles;9536 allée des muletiers, mordelles;
111;6 passage brady, paris;brady;2.355;48.871;57 passage brady, paris;59 passage brady, paris;65 passage brady, paris;61 passage brady, paris;58 passage brady, paris;
112;23, rue petit bonneveau, poitiers;bonneveau;0.339;46.579;16 rue du petit bonneveau, poitiers;15 rue du petit bonneveau, poitiers;19 rue du petit bonneveau, poitiers;17 rue du petit bonneveau, poitiers;14 rue du petit bonneveau, poitiers;
113;24 rue du général leclerc, versailles;leclerc;2.126;48.799;18 rue du général leclerc, versailles;16 rue du général leclerc, versailles;20 rue du général leclerc, versailles;22 rue du général leclerc, versailles;19 rue du général leclerc, versailles;
114;9 place du marché, palavas-les-flots;marché;3.932;43.528;2 place du marche, palavas-les-flots;4 place du marche, palavas-les-flots;1 place du marche, palavas-les-flots;6 place du marche, palavas-les-flots;3 place du marche, palavas-les-flots;
115;2, rue des fantasques, lyon;fantasques;4.837;45.774;2 rue des fantasques, lyon;1 rue des fantasques, lyon;4 rue des fantasques, lyon;6 ruelle des fantasques, lyon;5 rue des fantasques, lyon;
116;70 rue vincent raspail, la garde;raspail;6.01;43.125;97 rue vincent raspail, la garde;70 rue vincent raspail, la garde;89 rue vincent raspail, la garde;104 rue vincent raspail, la garde;9101 rue vincent raspail, la garde;
117;38 avenue de lanessan, champagne-au-mont-d&#39;or;lanessan;4.793;45.795;42 avenue de lanessan, champagne-au-mont-d'or;40 avenue de lanessan, champagne-au-mont-d'or;44 avenue de lanessan, champagne-au-mont-d'or;38 avenue de lanessan, champagne-au-mont-d'or;49 avenue de lanessan, champagne-au-mont-d'or
118;16, cours de vincennes, paris;vincennes;2.4;48.847;12 cours de vincennes, paris;10 cours de vincennes, paris;8 cours de vincennes, paris;16 cours de vincennes, paris;6 cours de vincennes, paris;
119;30 avenue victor hugo, les pavillons-sous-bois;hugo;2.514;48.91;19 avenue victor hugo, les pavillons-sous-bois;17 avenue victor hugo, les pavillons-sous-bois;21 avenue victor hugo, les pavillons-sous-bois;22 avenue victor hugo, les pavillons-sous-bois;15 avenue victor hugo, les pavillons-sous-bois;
120;8, place du marché gayot, strasbourg;gayot;7.753;48.583;1 place du marche gayot, strasbourg;6 place du marche gayot, strasbourg;26 place du marche gayot, strasbourg;24 place du marche gayot, strasbourg;4 place du marche gayot, strasbourg;
121;177 rue sainte-catherine, bordeaux;sainte-catherine;-0.573;44.835;180 rue sainte-catherine, bordeaux;181 rue sainte-catherine, bordeaux;176 rue sainte-catherine, bordeaux;184 rue sainte-catherine, bordeaux;183 rue sainte-catherine, bordeaux;
122;3 rue poissonnière, paris;poissonnière;2.348;48.869;12 rue poissonnière, paris;14 rue poissonnière, paris;10 rue poissonnière, paris;9 rue poissonnière, paris;11 rue poissonnière, paris;
123;84 avenue secrétan, paris;secrétan;2.378;48.879;84 avenue secretan, paris;91 avenue secretan, paris;93 avenue secretan, paris;89 avenue secretan, paris;82 avenue secretan, paris;
124;43, rue de seine, paris;seine;2.337;48.855;51 rue de seine, paris;49 rue de seine, paris;53 rue de seine, paris;40 rue de seine, paris;42 rue de seine, paris;
125;4 rue pierre leroux, paris;leroux;2.319;48.85;5 rue pierre leroux, paris;3 rue pierre leroux, paris;6 rue pierre leroux, paris;7 rue pierre leroux, paris;8 rue pierre leroux, paris;
126;27, route de saint omer, socx;omer;2.421;50.934;28 route de saint-omer, socx;29 route de saint-omer, socx;9004 route de saint-omer, socx;9003 route de saint-omer, socx;9001 route de saint-omer, socx;
127;8, rue jean burguet, bordeaux;burguet;-0.578;44.834;20 rue jean burguet, bordeaux;22 rue jean burguet, bordeaux;24 rue jean burguet, bordeaux;18 rue jean burguet, bordeaux;16 rue jean burguet, bordeaux;
128;12 rue bourgeot, l&#39;haÿ-les-roses;bourgeot;2.336;48.779;11 rue bourgeot, l'haÿ-les-roses;16 rue bourgeot, l'haÿ-les-roses;9 rue bourgeot, l'haÿ-les-roses;14 rue bourgeot, l'haÿ-les-roses;12 rue bourgeot, l'haÿ-les-roses
129;restaurant, montclus;restaurant;4.441;44.263;;;;;;
130;12 rue de charonne, paris;charonne;2.374;48.852;4 rue de charonne, paris;1 rue de charonne, paris;6 rue de charonne, paris;3 rue de charonne, paris;8 rue de charonne, paris;
131;41, rue de la rochefoucauld, paris;rochefoucauld;2.335;48.88;45 rue de la rochefoucauld, paris;43 rue de la rochefoucauld, paris;47 rue de la rochefoucauld, paris;50 rue de la rochefoucauld, paris;48 rue de la rochefoucauld, paris;
132;12 rue piliers de tutelle, bordeaux;tutelle;-0.574;44.841;21 rue piliers de tutelle, bordeaux;19 rue piliers de tutelle, bordeaux;23 rue piliers de tutelle, bordeaux;18 rue piliers de tutelle, bordeaux;25 rue piliers de tutelle, bordeaux;
133;3 rue charles vii, nogent-sur-marne;vii;2.486;48.837;1 rue charles vii, nogent-sur-marne;3 rue charles vii, nogent-sur-marne;4 rue charles vii, nogent-sur-marne;2 rue charles vii, nogent-sur-marne;5 rue charles vii, nogent-sur-marne;
134;175 grande rue charles de gaulles, nogent-sur-marne;gaulles;2.481;48.836;;;;;;
