address;city;postal_code;gps_lat;gps_long;name
17, rue Roger Bouvry;Seclin;59113;50,54906198;3,028939962;Auberge du Forgeron
72, quai de l'hôtel de ville;Paris;75004;48,85451027;2,354629993;Bel Canto
80 Avenue Gambetta;Maisons-Alfort;94700;48,8098257;2,444395;La Rôtisserie
87 Rue Jean de la Fontaine;Sainte-Savine;10300;48,2991388;4,0445411;"L&apos;Espérance le restaurant du motel Savinien"
39 Rue Saint-Jean;Laon;02000;49,5643157;3,6175454;Le Trappist
29, rue Remparts d'Ainay;Lyon;69002;45,75273369;4,831120014;Le Poêlon d'Or
524 Chemin du Praz;Les Contamines-Montjoie;74170;45,8021365;6,7244987;Le Chalet du Lac
Allée Loïc Caradec;Vannes;56000;47,636113;-2,762208;Le Piano Barge
13 Rue Lamartine;Paris;75009;48,8765039;2,3421588;La Girouette Barzingue
10 Place Grenette;Grenoble;38000;45,1909275;5,7271295;"Hippopotamus	GRENOBLE"
2 Avenue Honoré Serres;Toulouse;31000;43,6119736;1,4387498;Le Classic Café
13 Rue Pierre Bray;Neuilly-sous-Clermont;60290;49,3486541;2,4286917;Maharaja
35 Rue Mauconseil;Paris;75001;48,8640181;2,3468565;Les Merveilles du Maroc
11, rue de Saint-Julien;Saint-Julien-Beychevelle;33250;45,16502216;-0,740580022;Le Saint-Julien
1, rue de Billancourt;Boulogne-Billancourt;92100;48,84464;2,23454;Tant qu'il y aura des Bretons
154 Boulevard Haussmann;Paris;75008;48,8756529;2,3112716;Le 154 Restaurant
121 Rue de Vaugirard;Paris;75015;48,8446115;2,3187732;Tonkiyo
39, rue Saint Jean;Lyon;69005;45,76133;4,82745;Auberge Rabelais
3, rue Jean-Pierre Timbaud;Montigny-le-Bretonneux;78180;48,79249072;2,036629915;Best Western Paris Saint-Quentin
7 Avenue Gambetta;Paris;75020;48,8635228;2,3893052;Au Nid Créole
Chemin des Planchettes;Pierrelatte;26700;44,3605605;4,7130576;Ô Trusquin par Cédric Denaux
4, rue Eugène Giraud;Valbonne;06560;43,64148064;7,009439945;Le Cadran Solaire
31 Avenue de la Bourdonnais;Paris;75007;48,8588961;2,2985582;Al Bacio-bourdonnais
120, rue Saint-Maur;Paris;75011;48,86747;2,37595;Luangpra
Rue du 8 Mai 1945;Mantes-la-Ville;78711;48,9761228;1,7188881;Buffalo Grill - Mantes la Ville
70 bis, boulevard Auguste Blanqui;Paris;75013;48,83035854;2,347690105;Havane Café
188 Grand Rue;Poitiers;86000;46,5828202;0,3452342;L'essentiel selon Pierric Casadebaig
41 Avenue du Général de Gaulle;Saint-Mandé;94160;48,8415606;2,4177587;Délice indien
21 Rue du Maréchal de Lattre de Tassigny;Arcachon;33120;44,6613495;-1,1725503;La Saison 2
2, boulevard des Écoles;Bailly-Romainvilliers;77700;48,8500373;2,819269896;Ô Sàn Sushi
30, Quai Fernand Crouan;Nantes;44200;47,20739;-1,56483;O'Deck
3 Rue Sainte-Beuve;Paris;75006;48,844175;2,3299074;Le Timbre
Rue Camille Flammarion;Carcassonne;11000;43,20899062;2,386670113;Campanile Carcassonne
137 Rue Saint-Dominique;Paris;75007;48,858092;2,3017212;Felicita
68 Avenue Gambetta;Paris;75020;48,8688587;2,4021733;Ristorante Prima
38 Rue Principale;Heiligenstein;67140;48,4234211;7,4504929;au raisin d'or
"55 Rue du Château d'Eau";Paris;75010;48,8723265;2,3554997;El Sabor Cubano
5, rue Lazare-Carnot;Sète;34200;43,40266124;3,698270082;The Marcel
44 Rue des Tournelles;Paris;75004;48,8558155;2,3674045;L'Ange 20
17, rue du Choiseul;Paris;75002;48,87016752;2,335969925;Shake Eat
9, rue Saint Augustin;Paris;75002;48,86885269;2,337300062;Rani Mahal
7 rue de Jarente;Paris;75004;48,855704;2,362802;La Mangerie
27 Rue Racine;Le Havre;76600;49,4904929;0,1057056;Graine de Sesame
134 Espl. le Cours;Vinon-sur-Verdon;83560;43,7258627;5,8120423;Le Bistrot du Cours
14 place du grand jardin;Vence;06140;43,72182905;7,113649845;SushiMax
33, rue de la Plaine des Bouchers;Strasbourg;67000;48,56939339;7,736989975;Le Double D
16 Le Bourg;Lurcy;01090;46,0629876;4,7822055;Les Voyageurs
4, rue des Faussets;Bordeaux;33000;44,8407613;-0,570439994;Le Grill au Thym
11 Avenue des Minimes;Toulouse;31200;43,6168632;1,4368095;Spice of Bengale
36, rue de Strasbourg;Chalon-sur-Saône;71100;46,77976814;4,860380173;Koki Food and Shop
21 Rue du Grand Pont;Rochefort-du-Gard;30650;43,9740974;4,6877239;Fromagerie Notre Dame
30, patio des Reflets;Courbevoie;92400;48,88976542;2,247560024;Le Tourbillon
Rue Kléber;Auch;32000;43,6496232;0,5888338;Casa bonita
16, boulevard Victor Hugo;Saint-Rémy-de-Provence;13210;43,78748437;4,831500053;L'Estagnol
14 Rue Sauval;Paris;75001;48,86207725;2,342530012;Cuistance
60, rue Armand Caduc;La Réole;33190;44,58165383;-0,039489999;Le Solendo
16 Rue Jean-Jacques Rousseau;Paris;75001;48,862533;2,3408736;Casa Festa
19, avenue de Narbonne;Saint-Laurent-de-la-Cabrerisse;11220;43,08479;2,7003;Le Carignan
8 Rue Abel Hovelacque;Paris;75013;48,8330953;2,3534093;Sun Thai
8, rue Tiphaine;Paris;75015;48,84918132;2,295190096;Vilay
2 Rue Eugène Carrière;Paris;75018;48,8885965;2,3320014;El Tequila Mexicana
1 Rue Orsel;Oullins;69600;45,7164026;4,8101936;oullins sushi
95 cours du Général Leclerc;Langon;33210;44,5526322;-0,2470911;Hôtel-Restaurant Claude Darroze
6 bis Allée des Muletiers;Mordelles;35310;48,0719822;-1,8517065;KATELL LEFEUVRE
6 Passage Brady;Paris;75010;48,8712393;2,3553022;Trésor de Kashmir
23, rue Petit Bonneveau;Poitiers;86000;46,57860805;0,338750005;Le Dos de la Fourchette - Carnot
24 Rue du Général Leclerc;Versailles;78000;48,7989257;2,1264457;Bulldog bar Versailles
9 Place du Marché;Palavas-les-Flots;34250;43,5280761;3,93157;Chez nina
2, rue des Fantasques;Lyon;69001;45,77380262;4,837059975;Au Temps Perdu
70 Rue Vincent Raspail;La Garde;83130;43,1253793;6,009889;Le Bistro
38 Avenue de Lanessan;"Champagne-au-Mont-d'Or";69410;45,7946266;4,7931487;O Platanes
16, cours de Vincennes;Paris;75012;48,84746;2,40039;Au Régal Couscous
30 Avenue Victor Hugo;Les Pavillons-sous-Bois;93320;48,9095389;2,5143247;E-Ban
8, place du Marché Gayot;Strasbourg;67000;48,58275744;7,753479958;La Table du Gayot
177 Rue Sainte-Catherine;Bordeaux;33000;44,8352545;-0,5734663;La Parenthèse
3 Rue Poissonnière;Paris;75002;48,8685929;2,3476397;G.IV
84 Avenue Secrétan;Paris;75019;48,8789713;2,3779063;Sunny
43, rue de Seine;Paris;75006;48,85536616;2,336879969;La Palette
4 Rue Pierre Leroux;Paris;75007;48,8501605;2,3185686;L'INCONNU
27, route de saint Omer;Socx;59380;50,93432022;2,421420097;Au Steger
8, rue Jean Burguet;Bordeaux;33000;44,83444;-0,57815;Sambo's Shop
12 Rue Bourgeot;"L'Haÿ-les-Roses";94240;48,7786656;2,33633;Le Triskel
Restaurant;Montclus;30630;44,26290697;4,44107008;La Magnanerie de Bernas
12 Rue de Charonne;Paris;75011;48,8524872;2,3744304;Le Café du Passage
41, rue de la Rochefoucauld;Paris;75009;48,87983;2,33478;Maria Magdalena
12 Rue Piliers de Tutelle;Bordeaux;33000;44,8414839;-0,5735098;Le Grill Bordelais
3 Rue Charles VII;Nogent-sur-Marne;94130;48,8367769;2,4856965;Sushi vii
175 Grande Rue Charles de Gaulles;Nogent-sur-Marne;94130;48,8357664;2,480569;Sawadikap
26, avenue des Champs Elysées;Paris;75008;48,86944;2,30855;Le Patio des Champs
4 Boulevard de Port-Royal;Paris;75005;48,8371433;2,3509011;Palais de l'Inde
25 Rue Jeanne d'Arc;Saint-Quay-Portrieux;22410;48,6543158;-2,837701;Chez Léo
19 Rue Georges Clemenceau;Saint-Quay-Portrieux;22410;48,6467134;-2,8292969;La Brèche
Route de Murs;Gordes;NULL;43,9202452;5,202583;LE MAS DES HERBES BLANCHES
118 Rue Véron;Alfortville;94140;48,8075285;2,4147322;AlfortGrill
12, quai Marc Seguin;Tournon-sur-Rhône;07300;45,06813518;4,833940029;Le Château
1 Rue Pierre Brossolette;Le Plessis-Bouchard;95130;49,0012879;2,235647;Le Magnolia
25, place de Bethune;Lille;59000;50,63254547;3,062370062;Le Beaurepaire II
3 avenue de la République;Paris;75011;48,86674738;2,367399931;Bistrot Pop
3212 Chemin de Tanvol;Viriat;01440;46,2396662;5,2653447;Bistrot du Boucher - Bourg en Bresse
61, rue des Trois Frères;Paris;75018;48,88562421;2,338219881;Aloy Aloy
52 Rue de Genève;Ferney-Voltaire;01210;46,2526635;6,1150797;Buffalo Grill - Ferney Voltaire
Caillau;Vire-sur-Lot;46700;44,480223;1,101212;Le Caillau
18 Rue de Paris;Charenton-le-Pont;94220;48,8187253;2,4186803;La Maison de Diep
Place Diana;La Grande-Motte;34280;43,5569089;4,0911162;LE CHARIBARI
28 Rue Kuhn;Strasbourg;67000;48,5849832;7,7370001;La Baie Des Anges
9 Place du Concert;Lille;59800;50,6420671;3,06114;La Mezza
10 Rue Brochant;Paris;75017;48,8884274;2,3175723;Le Costaud des Batignolles
103 rue La Boétie;Paris;75008;48,87135184;2,307100058;Matsuri Boétie
79 Rue Saint-Dominique;Paris;75007;48,8595623;2,3086962;Sylvestre - Hôtel Thoumieux
1 Place des Marronniers;Montbazon;37250;47,2873686;0,7134639;L'Evidence
33 Rue Guersant;Paris;75017;48,8816092;2,2887843;Ha La Vie Kosher
6 Boulevard du Général de Gaulle;Draveil;91210;48,6876911;2,3919403;L'Andrea
17 Avenue du Bel air;Paris;75012;48,8463832;2,3969768;srhtbl
Avenue Eugène Donadeï;Saint-Laurent-du-Var;06700;43,6596876;7,1952041;jardin du cap
12 Rue Neuve;Lyon;69002;45,7651065;4,8351653;Buenos Aires
10, route d'Etrez;Montrevel-en-Bresse;01340;46,33639361;5,130129814;Restaurant Léa
22 Rue Merigonde;Castres;81100;43,6021162;2,2537313;La table des Ateliers
10 Allée des Tullistes;Écully;69130;45,7752108;4,7794078;La Table D'à Côté
4 rue Jacques Manuel;Perpignan;66000;42,70040256;2,895430088;Le Boudoir
85 Avenue Kléber;Paris;75116;48,8644788;2,2886045;Histoires
5, avenue Villermont;Nice;06000;43,70896123;7,264589787;Le Bistrot du Marché
74 Quai des Orfèvres;Paris;75001;48,8568278;2,3415504;Les Voyelles
81, rue de Rochechouart;Paris;75009;48,88220513;2,346610069;Au Zaganin - Montmartre
113, grande rue de la Guillotière;Lyon;69007;45,75099023;4,848330021;Bistrot des Maquignons
10, rue des Verriers;Lyon;69007;45,74345414;4,836709976;Vas-y Vas-y
15 Boulevard Denys Puech;Rodez;12000;44,3496986;2,5779962;Le Cèdre
45 Espl. du Maréchal Leclerc;Ardres;62610;50,852876;1,9779416;Chez Fanny
Le Jarier d'Ancenis - D723;Ancenis;44150;47,37787388;-1,141240001;Les Bateliers - Hôtel de la Loire
27 Rue Richer;Paris;75009;48,873903;2,3450565;Les Sardignac
2A, route de Lyon;Brignais;69530;45,67809422;4,771409988;Suelta Verde Lyon Ouest
45/47, rue Albert Rémy;Ris-Orangis;91130;48,6567295;2,407809973;L'étoile de Mer
9 Avenue du Général de Gaulle;Vélizy-Villacoublay;78140;48,7847072;2,183762;LaBulle
2, place Saint Germain;Sully-sur-Loire;45600;47,76652;2,36797;Entre Loire et Sologne
Le Guiben;Camors;56330;47,80018;-3,0096229;Au Coin du Feu
11b Rue Massenet;Nice;06000;43,6960971;7,2638898;Tradiswiss
Place Auguste Baret;Châteauneuf-le-Rouge;13790;43,489238;5,567429;La Fontaine
17 Place de L Hôtel de ville;Tournus;71700;46,5615175;4,9123816;brasserie des arcades
7 Allée des Marettes;Bourgoin-Jallieu;38300;45,5848287;5,2775164;Le Laladum
49 Cours Marc-Antoine Brillier;Vienne;38200;45,5219547;4,8729501;Le Grand Café
16 Rue Sedaine;Paris;75011;48,8557901;2,3721694;Salon de gourmet - Boutj'dao
11, faubourg Saint-Michel;Guérande;44350;47,32706;-2,42611;Le Clipper
22 Rue Pairolière;Nice;06300;43,6996555;7,2790588;L'Escalinada
22, rue de Ribosi Domaine des Duc;Léguevin;31490;43,60253541;1,257369995;L'Inizio
37, rue Malar;Paris;75007;48,85951239;2,306260109;Truffes Folies 7ème
45 Rue Saint-Charles;Toulouse;31000;43,6100461;1,4423975;Chez Riz
Rue Intérieure;Paris;75008;48,875994;2,3256054;Lazare
16 Rue de Tolbiac;Paris;75013;48,8298334;2,3746425;Khanchi
Quai la Pérouse;Saint-Laurent-du-Var;06700;43,65703731;7,183110237;Le Santana
93 Rue de la Victoire;Paris;75009;48,8747319;2,3307676;Les Comptoirs du Médòc
31 Avenue George V;Paris;75008;48,8687512;2,3001692;L'Orangerie - Four Seasons Hôtel George V
85, rue Saint Antoine;Paris;75004;48,85448;2,36269;Au bouquet Saint Paul
8 Rue du Plan d'Agde;Montpellier;34000;43,608295;3,875816;Dedee-Jacqueline
21 Rue de l'Horloge;Riom;63200;45,8946268;3,1137104;Le Flamboyant
99 Rue de la Pompe;Paris;75116;48,8650653;2,2783759;Le 99
Rue de l'Ouest;Le Cannet;06110;43,57305635;7,012969971;La Villa Archange
78, rue rue haute saint maurice;Chinon;37500;47,16706073;0,239759997;Les Années Trente
68 bis, avenue Jean Moulin;Paris;75014;48,82515;2,32029;Monteleone
104 Rue de Charonne;Paris;75011;48,8544932;2,3848872;l'Armagnac
1 Plage de L'Estaque;Marseille;13016;43,359548;5,317162;Le Bistrot du C.A.M
6 Rue Victor Hugo;Pantin;93500;48,895271;2,4017955;Le P'tit Classé
2 Rue Saint-Michel;Nancy;54000;48,6968658;6,1791565;Le Comptoir St Michel
20 Avenue de la Fossé des Pressoirs;Magny-le-Hongre;77700;48,8714898;2,8072643;Bar des Artistes
31 Avenue Jean Bart;Carry-le-Rouet;13620;43,3344694;5,1723098;La Crique
41, rue Dauphine;Paris;75006;48,85444501;2,339099884;Chez Gaandhi
"Lieu dit ""Les Terres Rouges""";Dizy;51530;49,06724074;3,961899996;Campanile Epernay Dizy
1, avenue Édouard VII;Pau;64000;43,29653485;-0,35868001;Le Jeu de Paume - Hôtel Parc Beaumont
3, boulevard du Maréchal de Lattre de Tassigny;Saumur;49400;47,26161221;-0,089040004;Restaurant - Brasserie les 2 Maisons
24, rue de Cotte;Paris;75012;48,8502331;2,378240108;Miel et Paprika
9, avenue du Drapeau;Dijon;21000;47,33068;5,04352;L'Avenue
3 Rue de l'Isly;Paris;75008;48,8746444;2,3261032;l'Atelier Lazare
5 Rue Guy de Maupassant;Yvetot;76190;49,6182307;0,7531408;Ben Aqui
Le Bourg;Vézac;24220;44,83572459;1,164340019;Le Relais des Cinq Châteaux
9 Quai du Lazaret;Marseille;13002;43,306059;5,3649618;Maison Dolya
36 Boulevard de la Gare;Saint-Gratien;95210;48,9641657;2,2854138;La Medusa
96 Route du Polygone;Strasbourg;67100;48,5655504;7,7592903;Le Scala
9 Rue Denoyez;Paris;75020;48,8714891;2,3783827;Chez Trois
74 Rue de France;Nice;06000;43,6949262;7,2546847;"Sable d&apos;or"
11, passage Central;Mulhouse;68100;47,74755;7,34072;La Cigogne Heureuse
115 Avenue de la Division Leclerc;Enghien-les-Bains;95880;48,9727918;2,31;Il Capriccio
9 Chemin Canto Cigalo;Saint-Rémy-de-Provence;13210;43,7854866;4,8411813;Bistro de Valrugues
105 Avenue des Célestins;Vichy;03200;46,1261822;3,4300878;LE GAULOIS
51 Avenue du Dr Arnold Netter;Paris;75012;48,8441295;2,4052605;Com’a la Maison
18, rue des Combattants;La Ciotat;13600;43,17443178;5,60777998;La Sardine de Marseille
17, rue des Petits-Champs;Paris;75001;48,8664839;2,338000059;Le Comptoir des Petits Champs
94 Rue du Général de Gaulle;Village-Neuf;68128;47,6053287;7,5709284;Restaurant Le Bouquet Garni
"16 Avenue de l'Opéra";Paris;75001;48,8654874;2,3348924;Brasserie Réjane
6, place Sainte Marie;Rully;71150;46,8752134;4,739649773;Le Vendangerot
3, rue du Marais;Villers-Saint-Paul;60870;48,1129371;-1,618512;Campanile Creil - Villers-Saint-Paul
14 Avenue Claude Vellefaux;Paris;75010;48,872904;2,3701246;Test
28 Rue du Château;Le Monêtier-les-Bains;05220;44,9766998;6,5076819;Le Montagn’art
Route nationale 13;Chambourcy;78240;48,9082455;2,0337238;La Table Italienne
3, boulevard de la Madeleine;Paris;75001;48,86983881;2,327330112;Lavinia Madeleine
5 Rue Gioffredo;Nice;06000;43,7024069;7,2767961;Toi & Moi
2 Passage Malaussena;Nice;06000;43,7080459;7,2629105;La Bohème Bistro
3 place Pierre Renaudel Quartier Saint Croix;Bordeaux;33800;44,83125826;-0,561720014;Le Café du Théâtre
7, Rue des Paradoux;Toulouse;31000;43,59833644;1,442680001;Le Point d'Ogre
499 Rue Saint-Bernard;Menthon-Saint-Bernard;74290;45,8591132;6,1965851;L'Osmose du Lac
1 Place Turenne;Turckheim;68230;48,0866344;7,2781693;Le Stammtisch
146, avenue de la Division Leclerc;Montmorency;95160;48,97258;2,31045;Empyre
7 Rue Mathieu;Mâcon;71000;46,3064183;4,8301566;Royal Bangkok
41, quai Pierre Scize;Lyon;69009;45,76668739;4,816359997;L'Adresse
32 Avenue des Carrés;Annecy-le-Vieux;74940;45,9131874;6,1425322;IN BOCCALUPO
10, rue Marius Jacotot;Puteaux;92800;48,88332144;2,240230083;Le Clos de Jô
46 Rue des Hauts Pavés;Nantes;44000;47,2249543;-1,5653868;Panda & Co
1 Rue Villedo;Paris;75001;48,865974;2,336917;Kunitoraya
Z.A. du Roubian;Tarascon;13150;43,79008397;4,685029984;O'Café d'Elie
Quartier La Robéyère;Embrun;05200;44,56049526;6,488140106;Hôtel Restaurant Spa La Robéyère
58 Rue Franklin;Lyon;69002;45,7514226;4,8318111;LaFourchette Manager Académie - Lyon - Ecole Vatel
9 Avenue Emile Evellier;Grézieu-la-Varenne;69290;45,7480129;4,6925343;Toane restaurant
9 Boulevard de Port-Royal;Paris;75013;48,8367914;2,3499808;Au Petit Marguery - Rive Gauche
15 Rue Corneille;Toulon;83000;43,1238906;5,9335764;La Cantine
131 Boulevard Victor Hugo;Saint-Ouen;93400;48,9052373;2,323479;New Tokyo
70 Avenue du Bourgailh;Pessac;33600;44,80928;-0,6627496;Le Bourgailh
4-6 place Emile Cresp;Montrouge;92120;48,819182;2,319183;La Quincaillerie Générale
119 Route de Vienne;Lyon;69008;45,7372412;4,8527009;VCB Viens Chercher Bonheur
49 Rue de Turenne;Paris;75003;48,858063;2,3643307;Café des Musées
192, avenue Victor-Hugo;Paris;75016;48,86510373;2,274280071;Hansan
Paris;Paris;NULL;48,8657844;2,3073141;Louise's
16 Rue de la Buffa;Nice;06000;43,697266;7,2622222;Funsushi
46, rue Jules Simon;Lorient;56100;47,75753453;-3,367280006;Le Jardin Gourmand
45 Avenue de la Libération;Le Coteau;42120;46,0295518;4,084272;LabeVie chez Cruz
2, Rue François Mouthon;Paris;75015;48,83911;2,29145;Sagarmatha
200 Route de Blagnac;Toulouse;31200;43,62553;1,402817;Les Jardins de L 'olympe
5 Route de la Corniche;Rolleboise;78270;49,0225432;1,6098942;Le Panoramique du Domaine de la Corniche
4 Rue de la Gare;Guebwiller;68500;47,9070861;7,2162888;Hôtel Restaurant de L'Ange
26 Place de l'Horloge;Avignon;84000;43,949698;4,806385;Brasserie de l'Horloge
20 Rue du Doyen;Boulogne-sur-Mer;62200;50,7227154;1,6068808;O Sud
97, rue des Dames;Paris;75017;48,88384822;2,316580057;Nove Sette
48 Rue Caulaincourt;Paris;75018;48,8889874;2,334805;Le Népo
8 Rue Gioffredo;Nice;06000;43,7023249;7,2764081;La Chaise Bleue Gourmande
118 Rue des Moines;Paris;75017;48,8931825;2,3234499;El Rinconcito
Rue des Lices;Angers;49100;47,4685042;-0,5541583;Trésors du Liban
3 Boulevard Victor;Paris;75015;48,8357938;2,2803434;Meyliwa
34, rue d'Estienne d'Orves;Le Pré-Saint-Gervais;93310;48,88585;2,40063;Le Pré en Bulles - Chez Martine
159 Rue de Crimée;Paris;75019;48,8885115;2,3790134;Le Belushi's Canal
66 Avenue du Général Leclerc;Villemur-sur-Tarn;31340;43,8517821;1,4972601;L'Etang d'Ô
6 Place de la Libération;Génicourt;95650;49,0890209;2,0680968;L'Arret
6, Place Garibaldi;Nice;06300;43,70149;7,279899;Le Paradis du Fruit
10 Cours Julien;Marseille;13001;43,2957094;5,3820622;kaz kréol
58, avenue des Gobelins;Paris;75013;48,83358279;2,353929996;Casa France Espagne
101 rue de Colombes;Courbevoie;92400;48,90403254;2,255170107;Chez Serge
25 Rue Bergère;Paris;75009;48,8724174;2,3446242;AU LOUP
22 Place du Forum;Reims;51100;49,2565496;4,0347939;Vapeurs et Gourmandises
215 Avenue de la Californie;Nice;06200;43,680369;7,2303423;Le Mesclun
4 Rue des Vanniers;Douzy;08140;49,6698792;5,0430372;Le coeur d or
14 Rue d'Alexandrie;Paris;75002;48,8683062;2,3503816;Baretto di Edgar
32 Cours de la République;Blaye;33390;45,129652;-0,6613486;A Napoli
9 Place du Général Leclerc;Fontenay-sous-Bois;94120;48,847224;2,4716446;Fortai
Place Paul Isnard;Vallauris;06220;43,5796475;7,052649975;Café Marianne
5, avenue de Saint-Germain;Maisons-Laffitte;78600;48,94450701;2,142869949;La Plancha
129, rue Lauriston;Paris;75016;48,86543246;2,285419941;La Table Lauriston
1, rue du Petit Pont;Paris;75005;48,85280095;2,346610069;Le Petit Pont
28, quai Saint-Jean;Blois;41000;47,58906188;1,340540051;Le Quai Saint-Jean
5, rue Michelet;Dijon;21000;47,32116369;5,03553009;Restaurant William Frachot
3 Rue Montalembert;Paris;75007;48,8567042;2,3277805;Restaurant de l'Hôtel Montalembert
6 Rue du Port;Giffaumont-Champaubert;51290;48,552237;4,7589442;Le Comptoir JOA - Lac du Der
261, avenue Gambetta;Paris;75020;48,87694185;2,406529903;Au Métro des Lilas
25, montée Cardinal Decourtray;Lyon;69005;45,76157;4,82183;Le Coquemar
83, rue Laugier;Paris;75017;48,88503222;2,291140079;L'Entredgeu
Maison Neuve 16410 Vouzan;Vouzan;16410;45,5823381;0,3442841;Auberge de l'Orée des bois
5 Rue de la Paix;Paris;75002;48,8687456;2,330524;Pur' - Jean-François Rouquette - Park Hyatt Paris-Vendôme
97, rue de Charonne;Paris;75011;48,85437975;2,383450031;Auciel
23, rue d'Aguesseau;Boulogne-Billancourt;92100;48,8441129;2,23642993;A Tavola
1 bis, rue des Colonels Renard;Paris;75017;48,87779736;2,290930033;Darjeeling
355 rue du centre aéré;Saint-Paul-lès-Dax;40990;43,7285257;-1,0625886;Le 355
Place Granet;Belgentier;83210;43,24527497;6,000319958;Le Moulin du Gapeau
46 Rue des Vignoles;Paris;75020;48,8544957;2,4006969;Le 20ème Art
119-121 Avenue Pierre Brossolette;Montrouge;92120;48,81709;2,3074482;Hongfulin
59, rue Servan;Paris;75011;48,86385401;2,381200075;Le Diamant de Paris
2 Rue Fénelon;Tournus;71700;46,5651443;4,9092685;le fenelon
16 Rue des Archives;Paris;75004;48,8576911;2,3548054;Le Ju'
Allée jacques duclos;Boulazac;24750;45,1849;0,77687;OKI
13, rue Louison Bobet;Biarritz;64200;43,48789;-1,55442;Restaurant Le B - Sofitel Biarritz Le Miramar Thalassa sea & spa
