id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5
466;9 place des martyrs de la résistance, lesparre-médoc, france;résistance;-0.94549;45.30436;avenue de la résistance, lormont, france;rue des martyrs de la résistance, villeneuve-sur-lot, france;avenue des martyrs de la résistance, thouars, france;avenue de la résistance, la rochelle, france;rue de la résistance, saint-just-luzac, france
465;27 rue thiers, givet, france;thiers;4.82555;50.13771;rue thiers, givet, france;rue thiers, vireux-molhain, france;rond-point thiers, le raincy, france;avenue thiers, melun, france;avenue thiers, nice, france
464;7 place surian, vence, france;surian;7.11383;43.721901;place surian, vence, france;rue du commandant de surian, marseille, france;rue des surians, alleins, france;impasse surian, salon-de-provence, france;
463;43 rue du général de gaulle, niederbronn-les-bains, france;gaulle;7.64585;48.95027;rue du général de gaulle, niederbronn-les-bains, france;rue du général de gaulle, reichshoffen, france;rue du général de gaulle, gunstett, france;rue du général de gaulle, mertzwiller, france;rue du général de gaulle, lampertsloch, france
462;8 rue amédée bolle, sainte-croix-en-plaine, france;bolle;7.376857;48.01696;rue du bollenberg, niederentzen, france;rue du bollenberg, orschwihr, france;rue du bollenberg, gundolsheim, france;les bolles, labaroche, france;rue de la bolle, saint-dié-des-vosges, france
461;58 rue du maréchal foch, loos, france;maréchal foch;3.017895;50.615366;rue du maréchal foch, loos, france;avenue du maréchal foch, lambersart, france;rue du maréchal foch, haubourdin, france;rue du maréchal foch, lille, france;rue du maréchal foch, la madeleine, france
460;15 avenue de saria, serris, france;saria;2.790856;48.841548;avenue de saria, serris, france;sariaut, saint-julien-chapteuil, france;chemin de sariac, castelnau-magnoac, france;;
459;117 rue monge, paris, france;monge;2.35098;48.839177;rue monge, paris, france;galerie mouffetard monge, paris, france;place monge, paris, france;rue gaspard monge, créteil, france;rue mongenot, paris, france
458;3 rue du port, cherbourg-en-cotentin, france;du port;-1.622435;49.640405;rue du port, france;rue du port du becquet, france;rue du vieux port, flamanville, france;rue du grand port, flamanville, france;rue du port, barneville-carteret, france
457;5 grand rue, logelheim, france;grand rue;7.40798;48.021067;grand rue, horbourg-wihr, france;grand rue, colmar, france;grand-rue, eguisheim, france;grand'rue, strasbourg, france;grand rue, bischwihr, france
456;33 rue de la borie, égletons, france;borie;2.047046;45.400766;rue de la borie, égletons, france;borie d'imbert, rocamadour, france;borie de gaillard, bétaille, france;borie de l'alé, miers, france;la borie, corrèze, france
455;43 avenue de la gare, sarlat-la-canéda, france;la gare;1.219415;44.877743;avenue de la gare, sarlat-la-canéda, france;la gare, rocamadour, france;la gare, saint-denis-catus, france;la gare, romanèche-thorins, france;la gare, reignac-sur-indre, france
454;6 rue etienne marcel, paris, france;marcel;2.35039;48.863721;rue étienne marcel, paris, france;passage marcel landowski, france;rond-point des champs elysées-marcel dassault, paris, france;rue marcel sembat, paris, france;place marcelin berthelot, paris, france
453;27 avenue armand guillebaud, antony, france;guillebaud;2.306538;48.749066;avenue armand guillebaud, antony, france;rue de guillebaudon, chichery, france;la guillebauderie, tortezais, france;la guillebaudière, luchapt, france;les guillebaudières, saint-germain-sur-renon, france
452;90 cours de vincennes, paris, france;vincennes;2.407467;48.846852;cours de vincennes, paris, france;fort de vincennes, paris, france;rue de vincennes, montreuil, france;vincennes, la fontaine-saint-martin, france;boulevard de vincennes, fontenay-sous-bois, france
451;132 rue lecourbe, paris, france;lecourbe;2.300972;48.84224;rue lecourbe, france;villa lecourbe, paris, france;rue lecourbe, lons-le-saunier, france;rue du général lecourbe, besançon, france;rue du général lecourbe, belfort, france
450;20 place charles de gaulle, saint-germain-en-laye, france;gaulle;2.09512;48.897222;avenue charles de gaulle, neuilly-sur-seine, france;place charles de gaulle, paris, france;avenue charles de gaulle, bois-colombes, france;avenue du général de gaulle, le vésinet, france;avenue du général de gaulle, l'étang-la-ville, france
449;168 cours berriat, grenoble, france;berriat;5.705184;45.189175;cours berriat, grenoble, france;place berriat, vif, france;;;
448;30 passage de la bourgade, biot, france;bourgade;7.097408;43.627715;passage de la bourgade, biot, france;rue de la bourgade, tourrettes-sur-loup, france;rue de la bourgade, cipières, france;rue de la bourgade, l'escarène, france;route de la bourgade, le muy, france
447;37 6-39 rue pierre-henri mauger, contres, france;mauger;1.42866;47.418894;rue pierre-henri mauger, contres, france;rue de la maugerie, vienne-en-val, france;route des maugeres, faverolles-sur-cher, france;la maugerie, thoury, france;route de la maugerie, thoury, france
446;43 rue castillon, toulon, france;castillon;5.94047;43.10994;rue castillon, toulon, france;castillon, sabran, france;la castillonne, saint-zacharie, france;chemin de castillone, bouc-bel-air, france;castillon, bessèges, france
445;36 rue de bagnolet, paris, france;bagnolet;2.397954;48.856899;rue de bagnolet, paris, france;bagnolet, saint-outrille, france;bagnolet, blanquefort, france;bagnolet, trémouille-saint-loup, france;impasse des bagnolets, avenay-val-d'or, france
444;22 place henri brousse, meudon, france;brousse;2.241465;48.807613;place henri brousse, meudon, france;rue du docteur paul brousse, paris, france;brousse pavé, saint-clément-rancoudray, france;brousse le château, brousse-le-château, france;brousse, saint-ciers-champagne, france
443;38 rue de cambrai, lille, france;cambrai;3.07123;50.624236;rue de cambrai, lille, france;voie communale landas 32 rue cambrai, lille, france;boulevard de cambrai, roubaix, france;rue de cambrai, douai, france;rue de cambrai, tourcoing, france
442;2 rue ramey, paris, france;ramey;2.347599;48.887265;rue ramey, paris, france;passage ramey, paris, france;lotissement le rameyron, sérignan-du-comtat, france;rue claude ramey, dijon, france;rameyre ouest, ruch, france
441;3 rue des faussets, bordeaux, france;faussets;-0.57043;44.840761;rue des faussets, bordeaux, france;;;;
440;8 rue majour, brive-la-gaillarde, france;majour;1.53171;45.15977;rue majour, brive-la-gaillarde, france;square majour, brive-la-gaillarde, france;majoureau, caudrot, france;majourals, saint-chels, france;majouraou, saint-thomas, france
439;3 rue basse, verneuil-sur-seine, france;basse;1.975981;48.980631;rue basse, verneuil-sur-seine, france;basse rue, lihus, france;sentier des basses parties, triel-sur-seine, france;chemin du moulin basset, saint-denis, france;basse rue, groffliers, france
438;4 cours jean jaurès, grenoble, france;jaurès;5.719901;45.191521;cours jean jaurès, grenoble, france;cours jean jaurès, échirolles, france;avenue jean jaurès, fontaine, france;rue jean jaurès, seyssinet-pariset, france;grand'rue jean jaures, bourg-de-péage, france
437;2 place de la chapelle neuve, montpellier, france;neuve;3.878912;43.613148;place de la chapelle neuve, montpellier, france;avenue de la fontaine neuve, béziers, france;rue neuve, lavérune, france;rue neuve, villeneuve-lès-maguelone, france;rue neuve des horts, fabrègues, france
435;29 rue de l'exposition, paris, france;l'exposition;2.303495;48.857084;rue de l'exposition, paris, france;passage de l'exposition universelle, châlons-en-champagne, france;;;
436;lieu dit 'la fabrègues', estaing, france;fabrègues';2.695;44.545283;fabrègues, estaing, france;fabrègues, flavin, france;fabrègues, golinhac, france;fabrègues, leynhac, france;fabrègues, escandolières, france
434;153 rue de lourmel, paris, france;lourmel;2.283527;48.84001;rue de lourmel, paris, france;lourmel, orgères, france;lourmel, noyal-châtillon-sur-seiche, france;lourmel, pleudihen-sur-rance, france;lourmel, plélan-le-petit, france
433;40 route de frangy, meythet, france;frangy;6.092118;45.91491;route de frangy, france;route de frangy, viry, france;route de frangy, choisy, france;route de frangy, cercier, france;route de frangy, saint-julien-en-genevois, france
432;10 rue des tonneliers, bayonne, france;tonneliers;-1.473636;43.490112;rue des tonneliers, bayonne, france;avenue des tonneliers, soorts-hossegor, france;impasse des tonneliers, dax, france;rue des tonneliers, castets, france;impasse des tonneliers, mont-de-marsan, france
431;58 rue vasco de gama, paris, france;de gama;2.28423;48.83602;route de gamaches, les thilliers-en-vexin, france;route de gamaches, villers-en-vexin, france;rue de gamaches, bouillancourt-en-séry, france;route de gamaches, monchaux-soreng, france;au chemin de gamaches, frettemeule, france
430;2 place de lisbonne - centre commercial odysseum, montpellier, france;odysseum;3.92011;43.60543;;;;;
429;602 rue louis saint-just, saint-maximin, france;saint-just;2.471556;49.244558;rue louis saint-just, saint-maximin, france;rue saint-just, saint-maximin, france;péri saint-just, saint-étienne-du-rouvray, france;rue de saint-just des marais, beauvais, france;place de saint-just des marais, beauvais, france
428;104 rue de lille, mouvaux, france;lille;3.1322;50.698973;rue de lille, mouvaux, france;rue alain de lille, lille, france;rue de lille, tourcoing, france;rue marceau hellemmes, lille, france;rue nationale, lille, france
427;7 avenue de saint-germain, maisons-laffitte, france;saint-germain;2.144452;48.945123;avenue de saint-germain, maisons-laffitte, france;boulevard saint-germain, paris, france;place saint-germain des prés, paris, france;rue saint-germain l'auxerrois, paris, france;route de saint-germain, montesson, france
426;55 rue du faubourg montmartre, paris, france;montmartre;2.34044;48.875692;rue du faubourg montmartre, paris, france;rue montmartre, paris, france;boulevard montmartre, paris, france;galerie montmartre, paris, france;cité montmartre, paris, france
425;59 rue boulainvilliers, paris, france;boulainvilliers;2.27466;48.857537;rue de boulainvilliers, paris, france;avenue de boulainvilliers, rocquencourt, france;;;
424;20 rue des halles, paris, france;halles;2.34649;48.859972;rue des halles, paris, france;halle aux farines, paris, france;halles martenot, place des lices, rennes, france;halles sainte-claire, place sainte-claire, grenoble, france;les halles, dijon, france
423;rue des arceaux, angoulême, france;arceaux;0.157645;45.649125;rue des arceaux, angoulême, france;impasse des arceaux, nersac, france;boulevard des arceaux, montpellier, france;passage des arceaux, saint-loubès, france;rue du pont des arceaux, bouhet, france
421;11 rue charles pierrugues, mandelieu-la-napoule, france;pierrugues;6.940567;43.523343;;;;;
422;35 rue de la roquette, paris-11e-arrondissement, france;roquette;2.373249;48.855085;cité de la roquette, france;rue de la roquette, paris, france;rue roquette, lyon, france;la roquetterie, janvilliers, france;la roquette, france
420;140 avenue de saint-ouen, paris, france;saint-ouen;2.328765;48.896431;avenue de saint-ouen, paris, france;impasse saint-ouen, france;quai de saint-ouen, saint-ouen, france;saint-ouen, favières, france;pont de saint-ouen, l'île-saint-denis, france
419;80 rue meynadier le suquet, cannes, france;suquet;7.012;43.551606;rue du suquet, cannes, france;place du suquet, cannes, france;suquet, utelle, france;chemin de la suquette, antibes, france;allée du suquet vaugrenier, villeneuve-loubet, france
418;3 rue amédée viii de savoie, saint-julien-en-genevois, france;savoie;6.080646;46.144381;savoie stockage distribution, route de la gare, viry, france;savoie labo, le bourget-du-lac, france;rue des savoie, annemasse, france;rue louis de savoie, aix-les-bains, france;rue béatrice de savoie, la motte-servolex, france
417;17 rue saint-rémi, bordeaux, france;saint-rémi;-0.571491;44.8414;rue saint-rémi, bordeaux, france;saint-rémi, chenac-saint-seurin-d'uzet, france;chemin de saint-rémi, chenac-saint-seurin-d'uzet, france;rue saint-rémi, chamalières, france;place saint-rémi, mourioux-vieilleville, france
416;42 route de galice, aix-en-provence, france;galice;5.425463;43.530581;rue du pont de galice, aix-en-provence, france;route de galice, aix-en-provence, france;domaine de galice, aix-en-provence, france;résidence la galicette, aix-en-provence, france;avenue galice, marseille, france
415;13 boulevard carnot, valbonne, france;carnot;7.00813;43.642494;boulevard carnot, valbonne, france;boulevard sadi carnot, le cannet, france;boulevard carnot, le cannet, france;rue sadi carnot, antibes, france;avenue sadi carnot, villefranche-sur-mer, france
414;15 boulevard de la corniche, annecy, france;corniche;6.13676;45.889592;boulevard de la corniche, annecy, france;corniche président john fitzgerald kennedy, marseille, france;corniche fleurie, nice, france;corniche des hauts forts, morzine, france;corniche andré de joly, nice, france
413;130 quai du port, marseille, france;du port;5.367721;43.296036;quai du port, marseille, france;tunnel du vieux-port, marseille, france;rue du portail, marseille, france;rue du portugal, marseille, france;quai du port île ratonneau, marseille, france
412;28 avenue de paris, soisy-sous-montmorency, france;paris;2.292849;48.990314;avenue de paris, paray-vieille-poste, france;rue de paris, clichy, france;avenue des champs-élysées, paris, france;paris, seillons-source-d'argens, france;rond-point de paris, roissy-en-france, france
411;95 rue montaigne, marseille, france;montaigne;5.417427;43.303843;rue montaigne, marseille, france;impasse montaigne, bouc-bel-air, france;résidence le montaigne, aix-en-provence, france;impasse montaigne 2, rognac, france;boulevard montaigne, rognac, france
410;52 rue la fayette, paris, france;fayette;2.341319;48.875021;rue la fayette, paris, france;allée la fayette, bourg-la-reine, france;rue la fayette, colombes, france;rue la fayette, alfortville, france;avenue la fayette, tremblay-en-france, france
409;123 rue des landes, plaisance-du-touch, france;landes;1.247323;43.552216;rue des landes, plaisance-du-touch, france;boulevard des landes, estancarbon, france;rue des landes, léguevin, france;landes ouest, landorthe, france;allée des landes, tournefeuille, france
408;8 rue du doyenné, le mans, france;doyenné;0.198334;48.008595;rue du doyenné, le mans, france;boulevard du doyenné, angers, france;passage du doyenné, angers, france;rue du doyenné, sillé-le-guillaume, france;square du doyenné, angers, france
407;97 avenue d'aquitaine, carbon-blanc, france;d'aquitaine;-0.506658;44.890541;rue d' aquitaine, pessac, france;rue d'aquitaine, hourtin, france;avenue d ' aquitaine, moulin-neuf, france;rue d'aquitaine, pau, france;rue d' aquitaine, montboyer, france
406;8 rue saint-hilaire ( la-varenne-saint-hilaire), saint-maur-des-fossés, france;la-varenne-saint-hilaire);2.51411;48.792953;la varenne, saint-hilaire-la-gravelle, france;la varenne, talmont-saint-hilaire, france;;;
405;17 rue carnot, bois-colombes, france;carnot;2.268689;48.913565;rue carnot, bois-colombes, france;avenue carnot, paris, france;rue sadi carnot, puteaux, france;rue sadi carnot, montrouge, france;boulevard carnot, carrières-sur-seine, france
404;21 avenue baille, marseille, france;baille;5.38659;43.286708;boulevard baille, marseille, france;rue rené baillé, cavaillon, france;impasse baillé, toulon, france;bailleau le pin, bailleau-le-pin, france;baillé, largentière, france
403;89 rue lemercier, paris, france;lemercier;2.319881;48.888742;rue lemercier, paris, france;cité lemercier, paris, france;rue jacques lemercier, versailles, france;allée jacques lemercier, versailles, france;rue lemercier, wissous, france
402;5 impasse des sables, merry-sur-yonne, france;sables;3.64605;47.562722;impasse des sables, merry-sur-yonne, france;chemin des sables du cul de chien, noisy-sur-école, france;les sables, arcy-sur-cure, france;sables de beauregard, châtillon-sur-indre, france;rue des sables d'or, le mans, france
401;5 rue ambroise pauffert, neuville-sur-saône, france;pauffert;4.840396;45.875945;;;;;
400;45 rue brancion, paris, france;brancion;2.30446;48.83358;rue brancion, paris, france;square brancion, paris, france;brancion, martailly-lès-brancion, france;rue brancion, saint-germain-en-laye, france;rue brancion, le quesnoy, france
399;39 avenue galois, bourg-la-reine, france;galois;2.321827;48.776916;avenue galois, france;rue evariste galois, sartrouville, france;rue evariste galois, paris, france;rue galois, maurepas, france;rue evariste galois, schiltigheim, france
398;62 rue césaria évora, paris, france;évora;2.374355;48.897811;rue cesaria evora, aubervilliers, france;allée d'évora, rennes, france;;;
397;64 rue daguerre, paris, france;daguerre;2.326616;48.835197;rue daguerre, paris, france;passage jacques daguerre, rueil-malmaison, france;rue jacques daguerre, rueil-malmaison, france;allée jacques daguerre, vincennes, france;rue daguerre, cormeilles-en-parisis, france
396;1 rue damrémont, paris, france;damrémont;2.33248;48.887267;rue damrémont, paris, france;villa damrémont, paris, france;allée damrémont, sevran, france;rue damrémont, chaumont, france;allée damrémont, boulogne-sur-mer, france
394;69 rue guillaume puy, avignon, france;guillaume puy;4.814187;43.945409;rue guillaume puy, avignon, france;rue guillaume du puy, arles, france;rue guillaume de puylaurens, montpellier, france;rue de la croix saint-guillaume, orcet, puy-de-dôme, france;chemin de la croix saint-guillaume, mezel, puy-de-dôme, france
395;24 avenue de la république, paris, france;république;2.370085;48.865961;place de la république, paris, france;avenue de la république, paris, france;place de la république, levallois-perret, france;place de la republique, clichy, france;avenue de la république, aubervilliers, france
393;18 rue joseph vernet, avignon, france;vernet;4.80375;43.94955;rue joseph vernet, avignon, france;rue horace vernet, avignon, france;impasse claude vernet, sorgues, france;boulevard joseph vernet, marseille, france;vernet, alixan, france
392;14 faubourg rivotte, besançon, france;rivotte;6.03435;47.23222;rue rivotte, besançon, france;faubourg rivotte, besançon, france;porte rivotte, besançon, france;rivotte, vincelottes, france;
391;9 place du vieux marché, rouen, france;marché;1.088247;49.442586;place du vieux marché, rouen, france;place du marché saint-honoré, paris, france;rue du marché saint-honoré, paris, france;marché des enfants-rouges, rue de bretagne, paris, france;marché couvert, rue du général leclerc, houlgate, france
390;34 rue saint-barthélémy, melun, france;saint-barthélémy;2.655885;48.541843;rue saint-barthélémy, melun, france;saint-barthélémy, traînel, france;rue de saint-barthélémy, châteauneuf-sur-loire, france;saint-barthélémy, unverre, france;saint-barthélémy, saint-germain-du-corbeïs, france
389;22 rue daubenton, paris, france;daubenton;2.35357;48.84138;rue daubenton, paris, france;rue louis daubenton, roissy-en-brie, france;rue daubenton, sainte-geneviève-des-bois, france;allée daubenton, montgeron, france;allée louis daubenton, le plessis-trévise, france
388;231 avenue porte des alpes, le plan-du-var, france;alpes;7.19709;43.858335;route des alpes, villars-sur-var, france;avenue des alpes, cagnes-sur-mer, france;ancienne route des alpes, aix-en-provence, france;avenue des alpes, gréoux-les-bains, france;impasse des alpes, saint-paul-de-vence, france
386;69 rue des dames, paris, france;dames;2.32057;48.883585;rue des dames, paris, france;rue des dames augustines, neuilly-sur-seine, france;rue damesme, paris, france;impasse damesme, paris, france;allée des dames, paris, france
387;129 cours de l'argonne, bordeaux, france;l'argonne;-0.576588;44.826882;avenue de l'argonne, mérignac, france;rue de l'argonne, libourne, france;l'argonnette, bellevigne-en-layon, france;rue de l'argonne, paris, france;cours de l'argonne, bordeaux, france
384;chemin du chêne, civrieux-d'azergues, france;chêne;4.706756;45.857884;chemin du chêne, civrieux-d'azergues, france;chêne patouillard, bully, france;chenevière, pollionnay, france;chêne haut, charentay, france;chenevatière, saint-genis-l'argentière, france
385;5 place notre dame du mont, marseille, france;du mont;5.38383;43.292095;rue du mont de piété, marseille, france;du mont boron, nice, france;la tour du mont d'or, manosque, france;rue du mont saint-bernard, marseille, france;impasse du mont blanc, marseille, france
382;108 boulevard du montparnasse, paris, france;montparnasse;2.32915;48.842074;boulevard du montparnasse, paris, france;rue du montparnasse, paris, france;montparnassetornet, avenue du maine, paris, france;square de montparnasse, cholet, france;rue de montparnasse, sallaumines, france
383;1 chemin de vilaine, buzançais, france;vilaine;1.42182;46.88862;chemin de vilaines, buzançais, france;vilaine, azay-le-ferron, france;vilaine, saint-pierre-de-maillé, france;vilaines, varennes, france;vilaine bouchard, le pêchereau, france
380;1 rue keller, paris, france;keller;2.376769;48.853531;rue keller, paris, france;boulevard kellermann, paris, france;rue kellermann, rosny-sous-bois, france;avenue kellermann, soisy-sous-montmorency, france;avenue robert keller, viry-châtillon, france
381;81 rue léon frot, paris, france;léon frot;2.384327;48.857655;rue léon frot, paris, france;rue léon frot, souppes-sur-loing, france;;;
378;16 rue des blanchers, toulouse, france;blanchers;1.438053;43.602406;rue des blanchers, toulouse, france;les blanchers, paslières, france;;;
379;80b rue de la république, aubagne, france;république;5.57125;43.290094;rue de la république, aubagne, france;rue de la république, marseille, france;avenue de la république, plan-de-cuques, france;boulevard de la république, aix-en-provence, france;boulevard de la république, la ciotat, france
377;4 rue des brioleurs, saint-gatien-des-bois, france;brioleurs;0.18995;49.347255;rue des brioleurs, saint-gatien-des-bois, france;chemin des brioleurs, jaulzy, france;;;
376;13 place du concert, lille, france;concert;3.060739;50.642159;place du concert, lille, france;zone d'aménagement concerté du val de deûle i, quesnoy-sur-deûle, france;rue du concert, villeneuve-d'ascq, france;zone d'aménagement concerté de la viscourt, halluin, france;zone d'aménagement concerté de l'europe, orchies, france
375;5 rue du maréchal juin, strasbourg, france;maréchal juin;7.760419;48.578441;rue du maréchal juin, strasbourg, france;rue maréchal juin, obernai, france;rue du maréchal juin, obernai, france;avenue du maréchal juin, nancy, france;rue du maréchal juin, metz, france
374;102 avenue des nations, yutz, france;nations;6.195678;49.361683;avenue des nations, yutz, france;avenue des nations, maizières-lès-metz, france;rue des nations, vandœuvre-lès-nancy, france;place des nations, freyming-merlebach, france;boulevard des nations, mulhouse, france
373;874 promenade charles de gaulle, six-fours-les-plages, france;gaulle;5.84272;43.093284;avenue général de gaulle, ollioules, france;route général de gaulle, le revest-les-eaux, france;place général de gaulle, la valette-du-var, france;avenue du général charles de gaulle, draguignan, france;place de gaulle, le beausset, france
372;1 rue montesquieu, nantes, france;montesquieu;-1.56573;47.213067;rue montesquieu, nantes, france;passage montesquieu, angers, france;rue montesquieu, angers, france;place montesquieu, cholet, france;rue montesquieu, la roche-sur-yon, france
371;161 rue du levant, calvisson, france;levant;4.201929;43.78261;rue du levant, calvisson, france;avenue du levant, congénies, france;avenue du levant, vergèze, france;rue du levant, codognan, france;rue du levant, uchaud, france
370;2622 rue de lille, sainghin-en-mélantois, france;lille;3.153434;50.591613;rue alain de lille, lille, france;rue nationale, lille, france;rue de lille, sainghin-en-mélantois, france;rue marceau hellemmes, lille, france;rue solférino, lille, france
