address;city;postal_code;gps_long;gps_lat
50 rue de la folie régnault;paris;;2.3868488;48.8595135
51 rue du commerce;paris;;2.2956539;48.8463588
52 rue molitor-16e-arrondissement;paris;;2.2583331;48.8453727
53 boulevard saint-martin;paris;;2.3559015;48.8686988
54 rue cardinet;paris;;2.3066136;48.8828146
54 rue sainte croix de la bretonnerie;paris;;2.3539893;48.85903949999999
57 rue falguière;paris;;2.31336;48.84096
57bis rue de chabrol;paris;;2.3517665;48.8769402
6 bis rue etex;paris;;2.3290932;48.8902748
6 place du dr paul michaux;paris;;2.2554724;48.8390116
6 place du tertre;paris;;2.3407921;48.8867504
6 rue bobillot-13e-arrondissement;paris;;2.3543369;48.8302965
6 rue du ponceau;paris;;2.351648;48.8668575
6 rue ernest renan;paris;;2.3093449;48.8439612
6 rue fourcade;paris;;2.297624;48.83735050000001
6 rue georges bizet;paris;;2.298749;48.8668005
6 rue mabillon;paris;;2.3350211;48.8524723
6 rue michel chasles;paris;;2.3742681;48.846611
6 rue pierre chausson;paris;;2.3604853;48.8704684
6 rue rampon;paris;;2.367131;48.86615159999999
6 rue saint-ambroise;paris;;2.3775608;48.8620595
61 rue lepic;paris;;2.3345212;48.8878029
62 avenue des ternes;paris;;2.2918121;48.8794516
63 avenue mozart;paris;;2.2692849;48.8542587
65 boulevard pasteur;paris;;2.314869;48.840981
66 av. des champs-élysées;paris;;2.305427;48.8709165
66 boulevard haussmann;paris;;2.3278633;48.8738164
68 rue des dames;paris;;2.319895;48.8835719
68 rue du cardinal lemoine;paris;;2.3499441;48.8453332
7 rue de l'isly;paris;;2.3257154;48.8746494
70 rue rebeval;paris;;2.3813457;48.874444
70 rue saint-lazare;paris;;2.3306028;48.8762148
72 rue daguerre;paris;;2.3259259;48.8354535
73 avenue bosquet;paris;;2.30538;48.8556178
73 rue saint-martin;paris;;2.3504283;48.8594778
74 boulevard diderot;paris;;2.3822285;48.8466672
75 rue crozatier;paris;;2.3792739;48.8496034
76 rue de la fédération;paris;;2.296612;48.8530644
77 rue de turbigo;paris;;2.3604081;48.8666202
77 rue du cherche midi;paris;;2.3233767;48.847758
8 rue aristide bruant;paris;;2.3353942;48.8853385
8 rue de beaujolais;paris;;2.33902;48.8661502
8 rue du cambodge;paris;;2.3984202;48.866136
8 rue tiphaine;paris;;2.2952007;48.84915760000001
80 faubourg poissonnière;paris;;2.3488933;48.8766511
80 rue saint-lazare;paris;;2.3297128;48.8760754
81 boulevard gouvion saint-cyr;paris;;2.2855034;48.8793581
81 rue réaumur;paris;;2.348536;48.8667987
82 avenue parmentier;paris;;2.3752708;48.8645204
84 rue de montreuil;paris;;2.3940022;48.8505029
85 rue des martyrs;paris;;2.3396311;48.8835515
86 boulevard de charonne;paris;;2.3973026;48.85327359999999
87 rue d'assas;paris;;2.3353049;48.8421196
87 rue de patay paris, france;paris;;2.3724548;48.8268847
87 rue legendre;paris;;2.3204695;48.8878871
88 rue saint martin;paris;;2.3509966;48.8596134
89 rue de la convention;paris;;2.2861098;48.8420964
9 place du maréchal juin;paris;;2.2963599;48.8848354
9 rue de crussol;paris;;2.367628;48.864147
9 rue de pontoise;paris;;2.3520959;48.84988449999999
90 rue didot;paris;;2.315776;48.8283155
93 rue de javel;paris;;2.2853327;48.8442946
93 rue philippe de girard;paris;;2.3603402;48.8890495
99 bis rue ordener;paris;;2.3460215;48.8920709
parc de la villette - 211 avenue jean jaurès;paris;;2.39026;48.8938489
