"@timestamp","json_message.ctxt_params.query.text","json_message.ctxt_params.sort.coordinates.latitude","json_message.ctxt_params.sort.coordinates.longitude","json_message.ctxt_params.sort.city_id"
"July 31st 2018, 15:16:35.800","vin des p",,,415144
"July 31st 2018, 15:16:35.800","Le bistrot des ","43.6053936","-1.0034317",
"July 31st 2018, 15:16:35.800","Le bistrot des vig","43.6053936","-1.0034317",
"July 31st 2018, 15:16:35.799","le bistrot",,,415144
"July 31st 2018, 15:16:35.799","le bistrot",,,415144
"July 31st 2018, 15:16:35.799","Mon coe","48.84131622314453","2.375396490097046",
"July 31st 2018, 15:16:35.798","Le bistrot des","43.6053936","-1.0034317",
"July 31st 2018, 15:16:35.798",Monco,"48.84131622314453","2.375396490097046",
"July 31st 2018, 15:16:28.798",Moncoeur,"48.84131622314453","2.375396490097046",
"July 31st 2018, 15:16:28.798","vin des pyrene",,,415144
"July 31st 2018, 15:16:28.798","Bistrot la grande terrasse","47.1730462","-1.6432868",
"July 31st 2018, 15:16:28.798","Le bistrot ","43.6053936","-1.0034317",
"July 31st 2018, 15:16:28.797","Bistrot la grande terra","47.1730462","-1.6432868",
"July 31st 2018, 15:16:28.797",PAR,,,415144
"July 31st 2018, 15:16:28.797","Le bistr","43.6053936","-1.0034317",
"July 31st 2018, 15:16:28.797","Mon coeu","48.84131622314453","2.375396490097046",
"July 31st 2018, 15:16:28.797",Mo,"48.84131622314453","2.375396490097046",
"July 31st 2018, 15:16:28.797","Le bi","43.6053936","-1.0034317",
"July 31st 2018, 15:16:28.797","Mon co","48.84131622314453","2.375396490097046",
"July 31st 2018, 15:16:28.797","Le bis","43.6053936","-1.0034317",
"July 31st 2018, 15:16:28.797","Mon coeur","48.84131622314453","2.375396490097046",
"July 31st 2018, 15:16:28.796",cambronne,,,415144
"July 31st 2018, 15:16:28.796",PARI,,,415144
"July 31st 2018, 15:16:28.796",PARIS,,,415144
"July 31st 2018, 15:16:28.796",basti,,,415144
"July 31st 2018, 15:16:28.796","Bistrot la ","47.1730462","-1.6432868",
"July 31st 2018, 15:16:28.796","Mon c","48.84131622314453","2.375396490097046",
"July 31st 2018, 15:16:28.796","Le bistro","43.6053936","-1.0034317",
"July 31st 2018, 15:16:28.796","Le b","43.6053936","-1.0034317",
"July 31st 2018, 15:16:28.796","Le bistrot","43.6053936","-1.0034317",
"July 31st 2018, 15:16:28.796","Bistrot la grand","47.1730462","-1.6432868",
"July 31st 2018, 15:16:28.796",versailles,,,579117
"July 31st 2018, 15:16:28.796",Mon,"48.84131622314453","2.375396490097046",
"July 31st 2018, 15:16:28.795","Mon ","48.84131622314453","2.375396490097046",
"July 31st 2018, 15:16:28.795","Le ","43.6053936","-1.0034317",
"July 31st 2018, 15:16:28.795","BRASSERIE MOLITOR",,,556178
"July 31st 2018, 15:16:28.795","Monceau, Paris, France",,,415144
"July 31st 2018, 15:16:28.795","Bistrot la gran","47.1730462","-1.6432868",
"July 31st 2018, 15:16:28.795",VALENCIENNES,,,31516
"July 31st 2018, 15:16:28.795","Bistrot la grande ","47.1730462","-1.6432868",
"July 31st 2018, 15:16:28.795","Bistrot la grande terr","47.1730462","-1.6432868",
"July 31st 2018, 15:16:28.795",bastille,,,415144
"July 31st 2018, 15:16:28.795",PA,,,415144
"July 31st 2018, 15:16:28.795","Bistrot la grande","47.1730462","-1.6432868",
"July 31st 2018, 15:16:28.794",Palmz,"39.3275619","2.9902829",
"July 31st 2018, 15:16:28.794",bas,,,415144
"July 31st 2018, 15:16:28.794",bast,,,415144
"July 31st 2018, 15:16:28.794",VA,,,31516
"July 31st 2018, 15:16:28.794",Bistrot,"47.1730462","-1.6432868",
"July 31st 2018, 15:16:28.794",Le,"43.6053936","-1.0034317",
"July 31st 2018, 15:16:28.794","Bistrot la","47.1730462","-1.6432868",
"July 31st 2018, 15:16:28.794","Palma ","39.3275619","2.9902829",
"July 31st 2018, 15:16:21.793","Bistrot la gra","47.1730462","-1.6432868",
"July 31st 2018, 15:16:21.793","Palma de","39.3275619","2.9902829",
"July 31st 2018, 15:16:21.793",camb,,,415144
"July 31st 2018, 15:16:21.793","versailles saudade",,,
"July 31st 2018, 15:16:21.792",Strobi,,,
"July 31st 2018, 15:16:21.792",St,,,
"July 31st 2018, 15:16:21.792",Palm,"39.3275619","2.9902829",
"July 31st 2018, 15:16:21.792","Bistrot l","47.1730462","-1.6432868",
"July 31st 2018, 15:16:21.792",Pal,"39.3275619","2.9902829",
"July 31st 2018, 15:16:21.792",Strob,,,
"July 31st 2018, 15:16:21.792","Wallers, Franc",,,31516
"July 31st 2018, 15:16:21.792","levallois perre",,,415144
"July 31st 2018, 15:16:21.792",Stro,,,
"July 31st 2018, 15:16:21.791","Petit nic","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:21.791","chez gabri",,,415144
"July 31st 2018, 15:16:21.791",Achin,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:21.791",Pa,"39.3275619","2.9902829",
"July 31st 2018, 15:16:21.791","chez gabrill",,,415144
"July 31st 2018, 15:16:21.791","Petit nice","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:20.786","levallois perret",,,415144
"July 31st 2018, 15:16:20.786",Palma,"39.3275619","2.9902829",
"July 31st 2018, 15:16:20.786","saint paul",,,415144
"July 31st 2018, 15:16:20.786","Bistrot ","47.1730462","-1.6432868",
"July 31st 2018, 15:16:19.786",versailles,,,
"July 31st 2018, 15:16:19.785","levallois pe",,,415144
"July 31st 2018, 15:16:18.785",92,,,415144
"July 31st 2018, 15:16:18.785",Bistri,"47.1730462","-1.6432868",
"July 31st 2018, 15:16:18.785",Mac,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:18.785","Petit nu","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:18.785",Machine,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:18.785","Petit ni","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:18.785",Bistr,"47.1730462","-1.6432868",
"July 31st 2018, 15:16:18.785","Wallers, France",,,31516
"July 31st 2018, 15:16:18.785",Bi,"47.1730462","-1.6432868",
"July 31st 2018, 15:16:18.785",Bis,"47.1730462","-1.6432868",
"July 31st 2018, 15:16:18.785",Machi,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:18.785","chez gabrie",,,415144
"July 31st 2018, 15:16:18.784",Pet,"48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:15.783",Petit,"48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:15.783",Peti,"48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:15.783",Ach,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:15.783",Achi,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:15.783","place des cardeurs aix en provence",,,8884
"July 31st 2018, 15:16:15.783",Machin,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:14.783",75014,,,415144
"July 31st 2018, 15:16:14.782","saint laza",,,415144
"July 31st 2018, 15:16:14.782","chez g",,,415144
"July 31st 2018, 15:16:14.782",Achin,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:14.782","Paris 75014","48.8450751","2.2821683",
"July 31st 2018, 15:16:14.782"," Crep","48.84388732910156","2.232730627059937",
"July 31st 2018, 15:16:14.782","Petit n","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:14.782",Pe,"48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:14.782","Petit nuce","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:14.781","saint la",,,415144
"July 31st 2018, 15:16:14.781"," Crepe","48.84388732910156","2.232730627059937",
"July 31st 2018, 15:16:14.781","place des cardeurs aix en pro",,,8884
"July 31st 2018, 15:16:14.781","Petit nuc","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:14.781",Ac,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:14.781","saint lazare",,,415144
"July 31st 2018, 15:16:14.781",Gastronomique,,,
"July 31st 2018, 15:16:14.781",Ma,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:14.781",Achine,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:14.781","Petit ","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:14.781",chez,,,415144
"July 31st 2018, 15:16:14.781",Mach,"48.62472534179688","2.076591730117798",
"July 31st 2018, 15:16:13.780"," Cre","48.84388732910156","2.232730627059937",
"July 31st 2018, 15:16:13.775","La ","48.88594818115234","2.26667046546936",
"July 31st 2018, 15:16:13.775","Coté d’italie","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:16:13.775"," C","48.84388732910156","2.232730627059937",
"July 31st 2018, 15:16:13.775","Coté d’itali","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:16:10.772","La phyl","48.88594818115234","2.26667046546936",
"July 31st 2018, 15:16:10.772","Au peti","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:10.772","Coté d","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:16:10.772","Au p","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:10.772","Au petit n","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:10.772","Au petit ","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:10.772","place des cardeurs",,,8884
"July 31st 2018, 15:16:10.772"," Cr","48.84388732910156","2.232730627059937",
"July 31st 2018, 15:16:10.772","Au pet","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:10.771","Coté d’ita","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:16:10.771","Paris 7","48.8450751","2.2821683",
"July 31st 2018, 15:16:09.770","La ph","48.88594818115234","2.26667046546936",
"July 31st 2018, 15:16:09.769","Coté d'","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:16:09.769","place des cardeurs 131",,,8884
"July 31st 2018, 15:16:09.769"," R","48.84388732910156","2.232730627059937",
"July 31st 2018, 15:16:09.769",La,"48.88594818115234","2.26667046546936",
"July 31st 2018, 15:16:09.769"," Re","48.84388732910156","2.232730627059937",
"July 31st 2018, 15:16:09.769","Coté d’ital","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:16:09.769","place des cardeurs",,,8884
"July 31st 2018, 15:16:09.769","Coté d’it","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:16:09.768","La phy","48.88594818115234","2.26667046546936",
"July 31st 2018, 15:16:09.768","Au petit ni","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:09.768",,"44.8484966","-0.5711124",
"July 31st 2018, 15:16:09.768","Coté d’i","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:16:09.768","Au petit nic","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:09.768","Paris 75","48.8450751","2.2821683",
"July 31st 2018, 15:16:09.768","La p","48.88594818115234","2.26667046546936",
"July 31st 2018, 15:16:09.768","Paris 7501","48.8450751","2.2821683",
"July 31st 2018, 15:16:09.768","Au petit","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:09.768","Paris 750","48.8450751","2.2821683",
"July 31st 2018, 15:16:09.767","Au petit nice","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:09.767","Cap ferre","44.82670974731445","-0.5481612086296082",
"July 31st 2018, 15:16:09.767","Au pe","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:09.767","place des cardeurs 13100",,,8884
"July 31st 2018, 15:16:09.767",,"48.8374978","2.7137846",
"July 31st 2018, 15:16:09.767","place des cardeurs 13",,,8884
"July 31st 2018, 15:16:06.744",Lyon,,,
"July 31st 2018, 15:16:02.766","Coté","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:16:02.766","Cap ferret","44.82670974731445","-0.5481612086296082",
"July 31st 2018, 15:16:02.766","rue de la bruy",,,415144
"July 31st 2018, 15:16:02.766","Cap ","44.82670974731445","-0.5481612086296082",
"July 31st 2018, 15:16:02.766","Paris 14","48.8450751","2.2821683",
"July 31st 2018, 15:16:02.765","Cap fe","44.82670974731445","-0.5481612086296082",
"July 31st 2018, 15:16:02.765","Cap ferr","44.82670974731445","-0.5481612086296082",
"July 31st 2018, 15:16:02.765","Au ","48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:02.765","Coté ","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:16:02.765",Au,"48.88417053222656","2.325040578842163",
"July 31st 2018, 15:16:02.765","saint paul",,,415144
"July 31st 2018, 15:16:02.765",Pari,"48.8450751","2.2821683",
"July 31st 2018, 15:16:02.765","Cap fer","44.82670974731445","-0.5481612086296082",
"July 31st 2018, 15:16:02.765",corcovado,,,415144
"July 31st 2018, 15:16:02.765",gre,"48.7343344","2.1654313",
"July 31st 2018, 15:16:02.765","place des cardeurs",,,8884
"July 31st 2018, 15:16:02.765","Terrasse de l’eta","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:16:02.764","VAL D OISE",,,471841
"July 31st 2018, 15:16:02.764",95,,,471841
"July 31st 2018, 15:16:02.764",Pa,"48.8450751","2.2821683",
"July 31st 2018, 15:16:02.764",Paris,"48.8450751","2.2821683",
"July 31st 2018, 15:16:02.764",roissy,,,
"July 31st 2018, 15:16:02.764","Monkey, 75009, Paris",,,
"July 31st 2018, 15:16:02.763","VAL D",,,471841
"July 31st 2018, 15:16:02.763","Paris 1","48.8450751","2.2821683",
"July 31st 2018, 15:16:02.763","Cap f","44.82670974731445","-0.5481612086296082",
"July 31st 2018, 15:16:02.763",Cap,"44.82670974731445","-0.5481612086296082",
"July 31st 2018, 15:16:02.763","rue de la bruyère",,,415144
"July 31st 2018, 15:16:02.763",Ca,"44.82670974731445","-0.5481612086296082",
"July 31st 2018, 15:16:02.762",,"45.5901276","4.7630934",
"July 31st 2018, 15:16:02.762",grey,"48.7343344","2.1654313",
"July 31st 2018, 15:16:02.762","rue de la br",,,415144
"July 31st 2018, 15:16:02.762",VAL,,,471841
"July 31st 2018, 15:16:02.762","Paris ","48.8450751","2.2821683",
"July 31st 2018, 15:16:02.762","Terrasse de l’e","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:16:02.762","rue de la bru",,,415144
"July 31st 2018, 15:16:02.761","Terrasse de l’et","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:16:02.761","Terrasse de l’etang","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:16:02.761",Par,"48.8450751","2.2821683",
"July 31st 2018, 15:16:02.761",VAL,,,471841
"July 31st 2018, 15:16:02.761","Terrasse de l’etan","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:55.758","le zimmer",,,415144
"July 31st 2018, 15:15:55.758","L'hedonistz","48.8374978","2.7137846",
"July 31st 2018, 15:15:55.758",coc,,,415144
"July 31st 2018, 15:15:55.758",cor,,,415144
"July 31st 2018, 15:15:55.758",co,,,415144
"July 31st 2018, 15:15:55.758",corco,,,415144
"July 31st 2018, 15:15:55.757",Te,"48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:55.757",Angoulin,,,
"July 31st 2018, 15:15:55.757",95,,,471841
"July 31st 2018, 15:15:55.757","Au petit gones",,,
"July 31st 2018, 15:15:55.757",Angoulins,,,
"July 31st 2018, 15:15:54.757","Terrasse de l'","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:54.756","Terrasse de l","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:54.756","le zi",,,415144
"July 31st 2018, 15:15:54.756","L'hedoniste","48.8374978","2.7137846",
"July 31st 2018, 15:15:54.756","L'hedonist","48.8374978","2.7137846",
"July 31st 2018, 15:15:54.756",le,,,415144
"July 31st 2018, 15:15:54.756","Terrasse de","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:54.755","Terrasse ","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:54.755","Barracao, 75011, Paris",,,415144
"July 31st 2018, 15:15:54.755","Terrasse de ","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:54.755","Terrasse de le","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:54.755","Terrasse d","48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:53.751",Terrasse,"48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:50.748","Cote ","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:15:50.748","Au petit gonz",,,
"July 31st 2018, 15:15:50.748",Rhumerie,,,336326
"July 31st 2018, 15:15:50.748",Terr,"48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:50.748",Terras,"48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:50.748","L'hedonis","48.8374978","2.7137846",
"July 31st 2018, 15:15:50.748","Au petit gonzs",,,
"July 31st 2018, 15:15:49.747",Ter,"48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:49.747",Schpountz,"48.73655700683594","7.377299308776855",
"July 31st 2018, 15:15:49.747",Terra,"48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:49.747","Au pe",,,
"July 31st 2018, 15:15:49.747","Au petit gone",,,
"July 31st 2018, 15:15:49.747",Schpoun,"48.73655700683594","7.377299308776855",
"July 31st 2018, 15:15:49.747",Terrass,"48.80458450317383","2.240615367889404",
"July 31st 2018, 15:15:49.747","Au petit gones ",,,
"July 31st 2018, 15:15:49.747","Cote d’","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:15:49.747","Cote d'","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:15:49.747",Schpount,"48.73655700683594","7.377299308776855",
"July 31st 2018, 15:15:49.747",Oise,,,68211
"July 31st 2018, 15:15:49.747","tsé yang",,,415144
"July 31st 2018, 15:15:49.747",Cote,"48.8908576965332","2.178180694580078",
"July 31st 2018, 15:15:49.746","Cote d","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:15:49.746",Co,"48.8908576965332","2.178180694580078",
"July 31st 2018, 15:15:49.746",Rhumer,,,336326
"July 31st 2018, 15:15:49.746","Au petit",,,
"July 31st 2018, 15:15:49.746","Au ",,,
"July 31st 2018, 15:15:49.746",Schpo,"48.73655700683594","7.377299308776855",
"July 31st 2018, 15:15:49.746","La Rochelle",,,
"July 31st 2018, 15:15:49.746","Au petit go",,,
"July 31st 2018, 15:15:49.746","Au petit gonzs ",,,
"July 31st 2018, 15:15:49.746",Sch,"48.73655700683594","7.377299308776855",
"July 31st 2018, 15:15:49.745",limoges,,,
"July 31st 2018, 15:15:49.745","tsé",,,415144
"July 31st 2018, 15:15:49.745",Schp,"48.73655700683594","7.377299308776855",
"July 31st 2018, 15:15:49.745","Au p",,,
"July 31st 2018, 15:15:48.745","gare du no, Paris, France",,,415144
"July 31st 2018, 15:15:47.744","Au petit g",,,
"July 31st 2018, 15:15:47.744","gare du nord, Paris, France",,,415144
"July 31st 2018, 15:15:47.744",Cot,"48.8908576965332","2.178180694580078",
"July 31st 2018, 15:15:47.744","Au petit ",,,
"July 31st 2018, 15:15:47.744","Au petit gon",,,
"July 31st 2018, 15:15:47.744","Au peti",,,
"July 31st 2018, 15:15:47.744",Sc,"48.73655700683594","7.377299308776855",
"July 31st 2018, 15:15:47.744","Au pet",,,
"July 31st 2018, 15:15:47.744",Schpou,"48.73655700683594","7.377299308776855",
"July 31st 2018, 15:15:47.744","Cote d’i","48.8908576965332","2.178180694580078",
"July 31st 2018, 15:15:44.737",Carna,"48.6833534","-1.3576888",
"July 31st 2018, 15:15:44.737","Rue la Fayette, Paris, France",,,415144
"July 31st 2018, 15:15:44.736",92,,,415144
"July 31st 2018, 15:15:44.736","gare du , Paris, France",,,415144
"July 31st 2018, 15:15:44.736",Pi,"48.73655700683594","7.377299308776855",
"July 31st 2018, 15:15:44.735",Carnac,"48.6833534","-1.3576888",
"July 31st 2018, 15:15:44.735","C.h.a","47.54022598266602","-2.899392604827881",
"July 31st 2018, 15:15:44.735","La sour","43.3129553","5.3963554",
"July 31st 2018, 15:15:44.735","La source","43.3129553","5.3963554",
"July 31st 2018, 15:15:44.727","C.h.a.","47.54022598266602","-2.899392604827881",
"July 31st 2018, 15:15:44.727",,"48.6833534","-1.3576888",
"July 31st 2018, 15:15:44.726",montrou,,,415144
"July 31st 2018, 15:15:44.716",Fuxia,"43.2953105","5.3694812",
"July 31st 2018, 15:15:44.715",Biarritz,,,326512
"July 31st 2018, 15:15:37.715",Biarr,,,326512
"July 31st 2018, 15:15:37.715",Ca,"48.6833534","-1.3576888",
"July 31st 2018, 15:15:37.715",montroug,,,415144
"July 31st 2018, 15:15:37.715",montr,,,415144
"July 31st 2018, 15:15:37.714",Rou,"49.155665","1.3473908",
"July 31st 2018, 15:15:37.714","La s","43.3129553","5.3963554",
"July 31st 2018, 15:15:37.714","les voutes",,,326512
"July 31st 2018, 15:15:37.714","C.h.","47.54022598266602","-2.899392604827881",
"July 31st 2018, 15:15:37.714",Roue,"49.155665","1.3473908",
"July 31st 2018, 15:15:37.714",Ripaill,,,
"July 31st 2018, 15:15:37.714",condat,,,460969
"July 31st 2018, 15:15:37.714","Italien terrace","48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:37.714",ts,,,415144
"July 31st 2018, 15:15:37.714",Rip,,,
"July 31st 2018, 15:15:37.713",Ba,,,326512
"July 31st 2018, 15:15:37.713","C.","47.54022598266602","-2.899392604827881",
"July 31st 2018, 15:15:37.713","Les issambres 83380",,,81667
"July 31st 2018, 15:15:37.713",Ripail,,,
"July 31st 2018, 15:15:37.713","tsé",,,415144
"July 31st 2018, 15:15:37.713","C.h","47.54022598266602","-2.899392604827881",
"July 31st 2018, 15:15:37.713",Rouen,"49.155665","1.3473908",
"July 31st 2018, 15:15:37.713",Fu,"43.2953105","5.3694812",
"July 31st 2018, 15:15:37.712","Italien terrac","48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:37.712",Ripai,,,
"July 31st 2018, 15:15:37.712","La sou","43.3129553","5.3963554",
"July 31st 2018, 15:15:37.712",compiegne,,,68211
"July 31st 2018, 15:15:37.712",condat,,,460969
"July 31st 2018, 15:15:37.712",cond,,,460969
"July 31st 2018, 15:15:37.712","Les issambres 833",,,81667
"July 31st 2018, 15:15:37.712",brunoy,,,415144
"July 31st 2018, 15:15:37.712",mont,,,415144
"July 31st 2018, 15:15:37.712","Les issambres 83",,,81667
"July 31st 2018, 15:15:37.712",Ri,,,
"July 31st 2018, 15:15:37.712","La souc","43.3129553","5.3963554",
"July 31st 2018, 15:15:37.712","Italien ter","48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:37.712",comp,,,68211
"July 31st 2018, 15:15:37.711","chez Gabriel",,,
"July 31st 2018, 15:15:37.711","Dat Viet, 75014, Paris",,,415144
"July 31st 2018, 15:15:37.711",Fabbricc,,,
"July 31st 2018, 15:15:37.711","Italien te","48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:37.711","chez Ga",,,
"July 31st 2018, 15:15:37.711",Ripa,,,
"July 31st 2018, 15:15:37.711","Italien terra","48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:30.709","Paris, France",,,415144
"July 31st 2018, 15:15:30.709",Fabbr,,,
"July 31st 2018, 15:15:30.709",Fabbri,,,
"July 31st 2018, 15:15:30.709",mon,,,415144
"July 31st 2018, 15:15:30.709","Les issambres 8338",,,81667
"July 31st 2018, 15:15:30.709",compi,,,68211
"July 31st 2018, 15:15:29.708",Fabbric,,,
"July 31st 2018, 15:15:29.708","Italien t","48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:29.708",Fabbricca,,,
"July 31st 2018, 15:15:29.708","Italien terr","48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:29.708",montigny,,,
"July 31st 2018, 15:15:29.708",chez,,,
"July 31st 2018, 15:15:29.707","Les issambres 8",,,81667
"July 31st 2018, 15:15:29.707",Fabb,,,
"July 31st 2018, 15:15:29.707",ch,,,
"July 31st 2018, 15:15:29.707","Italien ","48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:29.707","Floyd's",,,415144
"July 31st 2018, 15:15:29.707","La dsour","43.3129553","5.3963554",
"July 31st 2018, 15:15:29.707",Italien,"48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:29.706",monkey,,,415144
"July 31st 2018, 15:15:29.706","Les issambres",,,81667
"July 31st 2018, 15:15:29.706","La dsource","43.3129553","5.3963554",
"July 31st 2018, 15:15:29.706","Avenue Pierre 1er de Serbie, Paris, France",,,415144
"July 31st 2018, 15:15:29.705","La ","43.3129553","5.3963554",
"July 31st 2018, 15:15:29.705",Th,"48.8912353515625","2.17582893371582",
"July 31st 2018, 15:15:29.705",Fabricc,,,
"July 31st 2018, 15:15:29.705",La,"43.3129553","5.3963554",
"July 31st 2018, 15:15:29.705",Fabricca,,,
"July 31st 2018, 15:15:22.675","Bali bowls",,,326512
"July 31st 2018, 15:15:22.674",Fabri,,,
"July 31st 2018, 15:15:22.674",Fab,,,
"July 31st 2018, 15:15:22.674",Itali,"48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:22.674",Italie,"48.87652587890625","2.339651107788086",
"July 31st 2018, 15:15:22.674","La ds","43.3129553","5.3963554",
"July 31st 2018, 15:15:22.674","Bali b",,,326512
"July 31st 2018, 15:15:22.674",Tha,"48.8912353515625","2.17582893371582",
