id;ref address;query;query lon;query lat;result 1;result 2;result 3;result 4;result 5
463;58 rue du maréchal foch, 59120 loos;fosch;3.018;50.615;21 foschastrasse, 3970 undefined;31 foschastrasse, 3970 undefined;3 foschastrasse, 3970 undefined;44 via foschi teo, undefined undefined;7 via foschini a., undefined voltana
462;intermarché, 69520 grigny;intersmarché;4.782;45.604;;;;;
461;15 avenue de saria, 77700 serris;sasria;2.791;48.842;;;;;
460;117, rue monge, 75005 paris;mosnge;2.351;48.839;;;;;
459;3 rue du port, 50100 cherbourg-en-cotentin;posrt;-1.622;49.640;;;;;
458;5, grand rue, 68280 logelheim;rsue;7.408;48.021;;;;;
457;33 rue de la borie, 19300 égletons;bosrie;2.047;45.401;;;;;
456;43 avenue de la gare, 24200 sarlat-la-canéda;gasre;1.219;44.878;;;;;
455;6, rue etienne marcel, 75002 paris;marscel;2.350;48.864;;;;;
454;27 avenue armand guillebaud, 92160 antony;guillsebaud;2.307;48.749;;;;;
453;90 cours de vincennes, 75012 paris;vincsennes;2.407;48.847;;;;;
452;132 rue lecourbe, 75015 paris;lecosurbe;2.301;48.842;;;;;
451;20 place charles de gaulle, 78100 saint-germain-en-laye;gauslle;2.095;48.897;;;;;
450;168 cours berriat, 38000 grenoble;bersriat;5.705;45.189;;;;;
449;30 passage de la bourgade, 06410 biot;boursgade;7.097;43.628;;;;;
448;37 6-39, rue pierre-henri mauger, 41700 contres;mausger;1.429;47.419;;;;;
447;43, rue castillon, 83000 toulon;castsillon;5.940;43.110;;;;;
446;36 rue de bagnolet, 75020 paris;bagnsolet;2.398;48.857;;;;;
445;22 place henri brousse, 92190 meudon;brosusse;2.241;48.808;;;;;
444;38, rue de cambrai, 59000 lille;camsbrai;3.071;50.624;;;;;
443;2 rue ramey, 75018 paris;rasmey;2.348;48.887;136 rasmey dr, 37615 undefined;164 rasmey dr, 37615 undefined;170 rasmey dr, 37615 undefined;;
442;3, rue des faussets, 33000 bordeaux;fausssets;-0.570;44.841;;;;;
441;8, rue majour, 19100 brive-la-gaillarde;majsour;1.532;45.160;;;;;
440;3 rue basse, 78480 verneuil-sur-seine;bassse;1.976;48.981;1002 basssett rd, undefined undefined;;;;
439;4 cours jean jaurès, 38000 grenoble;jausrès;5.720;45.192;;;;;
438;2 place de la chapelle neuve, 34000 montpellier;nesuve;3.879;43.613;;;;;
436;309 rue de la belle étoile zac de roissy paris nord 2, 95700 roissy-en-france;s2;2.512;48.989;543 s2, 66612 apodaca;bonnland s2, undefined undefined;349 s2, 66612 apodaca;s2 cuito, undefined undefined;536 s2, 66612 apodaca
437;lieu dit "la fabrègues", 12190 estaing;fabrèsgues";2.695;44.545;;;;;
434;153 rue de lourmel, paris, france, 75015 paris;frasnce;2.284;48.840;;;;;
435;29 rue de l'exposition, 75007 paris;l'expossition;2.303;48.857;;;;;
433;40 route de frangy, 74960 meythet;frasngy;6.092;45.915;;;;;
432;10 rue des tonneliers, 64100 bayonne;tonnesliers;-1.474;43.490;;;;;
430;2, place de lisbonne - centre commercial odysseum, 34000 montpellier;odyssseum;3.920;43.605;;;;;
431;58, rue vasco de gama, 75015 paris;gasma;2.284;48.836;hans møller gasmanns vei 3, 581 oslo;31 gasman rd, 71433 undefined;43 gasman rd, 0 undefined;28 via vittorio gasman, undefined canicattì;71 gasmata crescent, 2770 mount druitt
429;602 rue louis saint-just, 60740 saint-maximin;saints-just;2.472;49.245;;;;;
428;104, rue de lille, 59420 mouvaux;lislle;3.132;50.699;;;;;
427;7 avenue de saint-germain, 78600 maisons-laffitte;saint-sgermain;2.144;48.945;;;;;
426;55, rue du faubourg montmartre, 75009 paris;montmsartre;2.340;48.876;;;;;
425;59, rue boulainvilliers, 75016 paris;boulainsvilliers;2.275;48.858;;;;;
424;20, rue des halles, 75001 paris;halsles;2.346;48.860;;;;;
423;rue des arceaux, 16000 angoulême;arcseaux;0.158;45.649;;;;;
422;35 rue de la roquette, 75011 paris-11e-arrondissement;roqusette;2.373;48.855;;;;;
421;11 rue charles pierrugues, 06210 mandelieu-la-napoule;pierrsugues;6.941;43.523;;;;;
420;140 avenue de saint-ouen, 75018 paris;saints-ouen;2.329;48.896;;;;;
419;80, rue meynadier le suquet, 06400 cannes;suqsuet;7.012;43.552;;;;;
418;3 rue amédée viii de savoie, 74160 saint-julien-en-genevois;savsoie;6.081;46.144;;;;;
417;17, rue saint-rémi, 33000 bordeaux;saints-rémi;-0.571;44.841;;;;;
416;42 route de galice, 13090 aix-en-provence, france, 13090 aix-en-provence;frasnce;5.425;43.531;;;;;
415;13, boulevard carnot, 06560 valbonne;carsnot;7.008;43.642;;;;;
414;15 boulevard de la corniche, annecy, france, 74000 annecy;frasnce;6.137;45.890;;;;;
413;130 quai du port, 13002 marseille;posrt;5.368;43.296;;;;;
412;28 avenue de paris, 95230 soisy-sous-montmorency;pasris;2.293;48.990;;;;;
411;95 rue montaigne, 13012 marseille;montsaigne;5.417;43.304;;;;;
410;52 rue la fayette, 75009 paris;faysette;2.341;48.875;;;;;
409;123 rue des landes, 31830 plaisance-du-touch;lansdes;1.247;43.552;;;;;
408;8 rue du doyenné, 72100 le mans;doysenné;0.198;48.009;;;;;
407;97 avenue d'aquitaine, sainte-eulalie, france, 33560 carbon-blanc;frasnce;-0.507;44.891;;;;;
406;8, rue saint-hilaire ( la-varenne-saint-hilaire), 94210 saint-maur-des-fossés;la-varenne-ssaint-hilaire);2.514;48.793;;;;;
405;17 rue carnot, 92270 bois-colombes;carsnot;2.269;48.914;;;;;
404;21, avenue baille, 13006 marseille;baislle;5.387;43.287;;;;;
403;89 rue lemercier, 75017 paris;lemesrcier;2.320;48.889;;;;;
402;5 impasse des sables, 89660 merry-sur-yonne;sabsles;3.646;47.563;;;;;
401;5 rue ambroise pauffert, 69250 neuville-sur-saône;paufsfert;4.840;45.876;;;;;
400;45 rue brancion, 75015 paris;branscion;2.304;48.834;;;;;
399;39 avenue galois, 92340 bourg-la-reine;galsois;2.322;48.777;;;;;
398;62 rue césaria évora, 75019 paris;évsora;2.374;48.898;;;;;
397;64 rue daguerre, 75014 paris;daguserre;2.327;48.835;;;;;
396;1, rue damrémont, 75018 paris;damrsémont;2.332;48.887;;;;;
395;24 avenue de la république, 75011 paris;répubslique;2.370;48.866;;;;;
394;69 rue guillaume puy, 84000 avignon;psuy;4.814;43.945;;;;;
393;18, rue joseph vernet, 84000 avignon;versnet;4.804;43.950;;;;;
392;14, faubourg rivotte, 25000 besançon;rivsotte;6.034;47.232;;;;;
391;9 place du vieux marché, 76000 rouen;marsché;1.088;49.443;10 rue marscherwald, 6240 undefined;8b rue marscherwald, 6240 undefined;8a rue marscherwald, 6240 undefined;8 rue marscherwald, 6240 undefined;6 rue marscherwald, 6240 undefined
390;34 rue saint-barthélémy, 77000 melun;saint-basrthélémy;2.656;48.542;;;;;
389;22, rue daubenton, 75005 paris;daubsenton;2.354;48.841;;;;;
388;231, avenue porte des alpes, 06670 le plan-du-var;alspes;7.197;43.858;;;;;
387;129 cours de l'argonne, 33000 bordeaux;l'arsgonne;-0.577;44.827;;;;;
386;69, rue des dames, 75017 paris;dasmes;2.321;48.884;;;;;
385;5, place notre dame du mont, 13006 marseille;mosnt;5.384;43.292;;;;;
384;chemin du chêne, 69380 civrieux-d'azergues;chsêne;4.707;45.858;;;;;
383;1, chemin de vilaine, 36500 buzançais;vilsaine;1.422;46.889;;;;;
381;81 rue léon frot, 75011 paris;frsot;2.384;48.858;;;;;
382;108, boulevard du montparnasse, 75014 paris;montpasrnasse;2.329;48.842;;;;;
379;80b rue de la république, 13400 aubagne;répubslique;5.571;43.290;;;;;
380;1 rue keller, 75011 paris;kelsler;2.377;48.854;;;;;
377;4 rue des brioleurs, 14130 saint-gatien-des-bois;briosleurs;0.190;49.347;;;;;
378;16 rue des blanchers, 31000 toulouse;blanschers;1.438;43.602;;;;;
376;13 place du concert, 59800 lille;conscert;3.061;50.642;;;;;
375;5 rue du maréchal juin, 67000 strasbourg;jusin;7.760;48.578;jusinkuja 31, 23800 undefined;jusinkuja 199, 23800 undefined;jusinkuja 18, 23800 undefined;jusinkuja 195, 23800 undefined;jusinkuja 201, 23800 undefined
374;102 avenue des nations, 57970 yutz;natsions;6.196;49.362;;;;;
373;874, promenade charles de gaulle, 83140 six-fours-les-plages;gauslle;5.843;43.093;;;;;
372;1, rue montesquieu, 44000 nantes;montessquieu;-1.566;47.213;;;;;
371;161 rue du levant, 30420 calvisson;levsant;4.202;43.783;;;;;
370;2622 rue de lille, 59262 sainghin-en-mélantois;lislle;3.153;50.592;;;;;
369;18, boulevard aristide briand, 92150 suresnes;brisand;2.202;48.863;5 cl brisanda, 3820 cocentaina;7 cl brisanda, 3820 cocentaina;9 cl brisanda, 3820 cocentaina;10 cl brisanda, 3820 cocentaina;6 cl brisanda, 3820 cocentaina
368;6, rue papillon, 75009 paris;papisllon;2.348;48.876;;;;;
367;13, rue maréchal joffre, 13100 aix-en-provence;jofsfre;5.453;43.527;;;;;
365;148 boulevard jean jaurès, 78800 houilles;jausrès;2.204;48.922;;;;;
366;173, boulevard saint-germain, 75006 paris;saint-sgermain;2.331;48.854;;;;;
364;158 rue de bourgogne, 45000 orléans;boursgogne;1.912;47.901;;;;;
363;6 avenue charles de gaulle, 17300 rochefort;gauslle;-0.960;45.935;;;;;
361;2 boulevard de la république, 92210 saint-cloud;répubslique;2.208;48.843;;;;;
362;212 bis boulevard pereire, 75017 paris;perseire;2.287;48.880;;;;;
360;13 rue des filatiers, 31000 toulouse;filastiers;1.444;43.598;;;;;
359;51 rue de merlan, 93130 noisy-le-sec;merslan;2.466;48.891;merslandsveien 427, 4520 undefined;merslandsveien 426, 4520 undefined;merslandsveien 765, 4520 undefined;merslandsveien 264, 4520 undefined;merslandsveien 421, 4520 undefined
358;69, rue de croulebarbe, 75013 paris;croulsebarbe;2.349;48.831;;;;;
357;87 rue jean de la fontaine, 75016 paris;fontsaine;2.265;48.848;90 chemin de fontsaine, 84190 undefined;5286 chemin de fontsaine, 84190 undefined;5270 chemin de fontsaine, 84190 undefined;5291 chemin de fontsaine, 84190 undefined;
356;34, rue etienne d'orves, 93310 le pré-saint-gervais;d'osrves;2.401;48.886;;;;;
355;561, route du bout fleuri, 76450 paluel;flesuri;0.649;49.845;;;;;
354;3 avenue de bohlen, 69120 vaulx-en-velin;bohslen;4.921;45.765;;;;;
353;20 place bellecour, 69002 lyon;bellsecour;4.833;45.756;;;;;
352;219 boulevard de tournai, 59650 villeneuve-d'ascq;tousrnai;3.133;50.613;;;;;
351;3, place sainte catherine, 59000 lille;cathserine;3.057;50.639;;;;;
350;62 rue breteuil, 13006 marseille;bretseuil;5.377;43.288;;;;;
349;34 rue de verdun, 92150 suresnes;versdun;2.229;48.873;;;;;
348;1 rue alfred nobel, 66470 sainte-marie;nosbel;3.024;42.731;;;;;
346;3, rue du pas saint-georges, 33000 bordeaux;saint-sgeorges;-0.572;44.840;;;;;
347;10, cours gambetta, 65000 tarbes;gambsetta;0.073;43.232;;;;;
345;rue des frênes, 45700 pannes;frêsnes;2.668;47.992;8 rue de fresnes, 77940 undefined;6 rue de fresnes, 77940 undefined;4 rue de fresnes, 77940 undefined;7 rue de fresnes, 77940 undefined;5 rue de fresnes, 77940 undefined
344;73, avenue marceau, 75016 paris;marsceau;2.297;48.871;;;;;
343;35, rue du loup, 33000 bordeaux;losup;-0.573;44.838;;;;;
342;32, place de provence, 06470 guillaumes;provsence;6.853;44.090;;;;;
341;52 avenue de la porte de villiers, 92300 levallois-perret;villsiers;2.284;48.886;;;;;
340;138 quai du port, 13002 marseille;posrt;5.367;43.296;;;;;
339;2, place de l'hôpital, 69002 lyon;l'hôspital;4.836;45.759;567 route de l'hospitalet, 42680 undefined;605 route de l'hospitalet, 42680 undefined;451 route de l'hospitalet, 42680 undefined;426 route de l'hospitalet, 42680 undefined;1 route de l'hospitalet, 42680 undefined
338;30 avenue du maréchal de lattre de tassigny, 33600 pessac;tasssigny;-0.694;44.780;;;;;
337;108, avenue de nice, 06800 cagnes-sur-mer;nisce;7.177;43.661;9 via niscemi, 00133 rome;11 via niscemi, 00133 rome;13 via niscemi, 00133 rome;15 via niscemi, 00133 rome;17 via niscemi, 00133 rome
336;2, rue des trois bornes, 75011 paris;borsnes;2.372;48.866;;;;;
334;33, rue de la chapelle saint martin, 44115 haute-goulaine;marstin;-1.430;47.191;;;;;
335;22, avenue puvis de chavannes, 92400 courbevoie;chavsannes;2.234;48.899;;;;;
333;1 rue du pontin, 06300 nice;ponstin;7.275;43.697;8 hans ponstingl-gasse, 8380 gyanafalva;6 hans ponstingl-gasse, 8380 gyanafalva;1 hans ponstingl-gasse, 8380 gyanafalva;11 hans ponstingl-gasse, 8380 gyanafalva;5 hans ponstingl-gasse, 8380 gyanafalva
332;115 rue jules ferry, 22000 saint-brieuc;fesrry;-2.770;48.500;;;;;
331;37 boulevard du général leclerc, 59100 roubaix;lecslerc;3.177;50.690;;;;;
330;36 rue saint-georges, 35000 rennes;saint-sgeorges;-1.676;48.112;;;;;
329;9 rue du grand pré, 84160 lourmarin;psré;5.364;43.765;s/n cl ps.real de la feria, 23740 andújar;4 cl ps.real de la feria, 23740 andújar;10 cl ps.real de la feria, 23740 andújar;16 cl ps.real de la feria, 23740 andújar;20b cl ps.real de la feria, 23740 andújar
328;186 avenue charles de gaulle, 92200 neuilly-sur-seine;gauslle;2.258;48.886;;;;;
327;26 rue pierre brossolette, 95270 asnières-sur-oise;brosssolette;2.355;49.132;;;;;
325;13 rue de la fontaine de chalet, 15500 massiac;chaslet;3.201;45.274;5001 allée de chaslet, 37130 undefined;5033 le chaslet, 35190 undefined;5000 le bas chaslet, 35190 undefined;5032 le bas chaslet, 35190 undefined;5035 le chaslet, 35190 undefined
324;34, place aux huiles, 13001 marseille;huisles;5.372;43.292;;;;;
326;domaine de massane, 34670 baillargues;masssane;4.005;43.649;;;;;
323;4 rue saint-laurent, 75010 paris;saint-slaurent;2.359;48.876;;;;;
322;15 rue letort, 75018 paris;letsort;2.343;48.894;;;;;
321;66 rue grande, 77250 moret-sur-loing;grasnde;2.818;48.373;;;;;
320;33, avenue de la mouscane, 82700 montech;mousscane;1.241;43.963;;;;;
319;13, rue louison bobet, 64200 biarritz;bosbet;-1.554;43.488;;;;;
318;allée jacques duclos, 24750 boulazac;ducslos;0.777;45.185;;;;;
317;16 rue des archives, 75004 paris;archsives;2.355;48.858;;;;;
316;2 rue fénelon, 71700 tournus;fénselon;4.909;46.565;;;;;
315;59, rue servan, 75011 paris;sersvan;2.381;48.864;;;;;
314;119-121 avenue pierre brossolette, 92120 montrouge;brosssolette;2.307;48.817;;;;;
313;46 rue des vignoles, 75020 paris;vignsoles;2.401;48.854;;;;;
312;place granet, 83210 belgentier;grasnet;6.000;43.245;;;;;
311;355 rue du centre aéré, 40990 saint-paul-lès-dax;aésré;-1.063;43.729;;;;;
310;1 bis, rue des colonels renard, 75017 paris;rensard;2.291;48.878;;;;;
309;23, rue d'aguesseau, 92100 boulogne-billancourt;d'agusesseau;2.236;48.844;;;;;
308;97, rue de charonne, 75011 paris;charsonne;2.383;48.854;;;;;
307;5 rue de la paix, 75002 paris;pasix;2.331;48.869;;;;;
306;maison neuve 16410 vouzan, 16410 vouzan;vouszan;0.344;45.582;;;;;
305;83, rue laugier, 75017 paris;lausgier;2.291;48.885;;;;;
304;25, montée cardinal decourtray, 69005 lyon;decousrtray;4.822;45.762;;;;;
303;261, avenue gambetta, 75020 paris;gambsetta;2.407;48.877;;;;;
302;6 rue du port, 51290 giffaumont-champaubert;posrt;4.759;48.552;;;;;
301;3 rue montalembert, 75007 paris;montalsembert;2.328;48.857;;;;;
300;5, rue michelet, 21000 dijon;michselet;5.036;47.321;;;;;
299;28, quai saint-jean, 41000 blois;saints-jean;1.341;47.589;;;;;
298;1, rue du petit pont, 75005 paris;posnt;2.347;48.853;;;;;
297;129, rue lauriston, 75016 paris;laursiston;2.285;48.865;;;;;
296;5, avenue de saint-germain, 78600 maisons-laffitte;saint-sgermain;2.143;48.945;;;;;
295;place paul isnard, 06220 vallauris;isnsard;7.053;43.580;;;;;
294;9 place du général leclerc, 94120 fontenay-sous-bois;lecslerc;2.472;48.847;;;;;
293;32 cours de la république, 33390 blaye;répubslique;-0.661;45.130;;;;;
291;4 rue des vanniers, 08140 douzy;vannsiers;5.043;49.670;;;;;
292;14 rue d'alexandrie, 75002 paris;d'alexsandrie;2.350;48.868;;;;;
290;215 avenue de la californie, 06200 nice;califsornie;7.230;43.680;;;;;
289;22 place du forum, 51100 reims;fosrum;4.035;49.257;;;;;
288;25 rue bergère, 75009 paris;bersgère;2.345;48.872;;;;;
287;101 rue de colombes, 92400 courbevoie;colosmbes;2.255;48.904;;;;;
285;10 cours julien, 13001 marseille;julsien;5.382;43.296;;;;;
286;58, avenue des gobelins, 75013 paris;gobeslins;2.354;48.834;;;;;
284;6, place garibaldi, 06300 nice;garisbaldi;7.280;43.701;;;;;
283;6 place de la libération, 95650 génicourt;libérsation;2.068;49.089;;;;;
282;66 avenue du général leclerc, 31340 villemur-sur-tarn;lecslerc;1.497;43.852;;;;;
281;159 rue de crimée, 75019 paris;crismée;2.379;48.889;;;;;
280;34, rue d'estienne d'orves, 93310 le pré-saint-gervais;d'osrves;2.401;48.886;;;;;
279;3 boulevard victor, 75015 paris;vicstor;2.280;48.836;;;;;
278;rue des lices, 49100 angers;lisces;-0.554;47.469;;;;;
277;118 rue des moines, paris, france, 75017 paris;frasnce;2.323;48.893;;;;;
275;48 rue caulaincourt, 75018 paris;caulaisncourt;2.335;48.889;;;;;
276;8 rue gioffredo, 06000 nice;giofsfredo;7.276;43.702;;;;;
273;20 rue du doyen, 62200 boulogne-sur-mer;dosyen;1.607;50.723;;;;;
274;97, rue des dames, 75017 paris;dasmes;2.317;48.884;;;;;
272;26 place de l'horloge, 84000 avignon;l'hosrloge;4.806;43.950;;;;;
271;4 rue de la gare, 68500 guebwiller;gasre;7.216;47.907;;;;;
270;5 route de la corniche, 78270 rolleboise;cornsiche;1.610;49.023;;;;;
269;200 route de blagnac, 31200 toulouse;blasgnac;1.403;43.626;;;;;
268;2, rue françois mouthon, 75015 paris;mousthon;2.291;48.839;;;;;
267;45 avenue de la libération, 42120 le coteau;libérsation;4.084;46.030;;;;;
266;46, rue jules simon, 56100 lorient;sismon;-3.367;47.758;2 rue léonard sismondi, 87000 limoges;24 rue léonard sismondi, 87000 limoges;15 rue léonard sismondi, 87000 limoges;5 rue léonard sismondi, 87000 limoges;9002 rue léonard sismondi, 87000 limoges
265;16 rue de la buffa, 06000 nice;busffa;7.262;43.697;;;;;
264;paris, null paris;pasris;2.307;48.866;;;;;
263;192, avenue victor-hugo, 75016 paris;victosr-hugo;2.274;48.865;;;;;
262;49 rue de turenne, 75003 paris;tursenne;2.364;48.858;;;;;
261;119 route de vienne, 69008 lyon;viesnne;4.853;45.737;;;;;
260;4-6 place emile cresp, 92120 montrouge;crsesp;2.319;48.819;;;;;
259;70 avenue du bourgailh, pessac, france, 33600 pessac;frasnce;-0.663;44.809;;;;;
258;131 boulevard victor hugo, 93400 saint-ouen;husgo;2.323;48.905;;;;;
256;9 boulevard de port-royal, 75013 paris;port-sroyal;2.350;48.837;;;;;
257;15 rue corneille, 83000 toulon;cornseille;5.934;43.124;;;;;
255;9 avenue emile evellier, 69290 grézieu-la-varenne;evelslier;4.693;45.748;;;;;
254;58 rue franklin, 69002 lyon;fransklin;4.832;45.751;;;;;
253;quartier la robéyère, 05200 embrun;robésyère;6.488;44.560;;;;;
252;z.a. du roubian, 13150 tarascon;rousbian;4.685;43.790;;;;;
250;46 rue des hauts pavés, 44000 nantes;pasvés;-1.565;47.225;;;;;
251;1 rue villedo, 75001 paris;vilsledo;2.337;48.866;;;;;
249;10, rue marius jacotot, 92800 puteaux;jacsotot;2.240;48.883;;;;;
248;32 avenue des carrés, 74940 annecy-le-vieux;carsrés;6.143;45.913;;;;;
246;7 rue mathieu, 71000 mâcon;matshieu;4.830;46.306;;;;;
247;41, quai pierre scize, 69009 lyon;scsize;4.816;45.767;;;;;
245;146, avenue de la division leclerc, 95160 montmorency;lecslerc;2.310;48.973;;;;;
244;1 place turenne, 68230 turckheim;tursenne;7.278;48.087;;;;;
243;499 rue saint-bernard, 74290 menthon-saint-bernard;saint-sbernard;6.197;45.859;;;;;
242;7, rue des paradoux, 31000 toulouse;parasdoux;1.443;43.598;;;;;
240;2 passage malaussena, 06000 nice;malausssena;7.263;43.708;;;;;
241;3 place pierre renaudel quartier saint croix, 33800 bordeaux;crsoix;-0.562;44.831;;;;;
239;5 rue gioffredo, 06000 nice;giofsfredo;7.277;43.702;;;;;
238;3, boulevard de la madeleine, 75001 paris;madesleine;2.327;48.870;;;;;
236;28 rue du château, 05220 le monêtier-les-bains;châsteau;6.508;44.977;5004 la chasteau, 15400 undefined;5003 la chasteau, 15400 undefined;5004 la chasteau, 15400 undefined;5005 la chasteau, 15400 undefined;2 chemin de chasteau, 33240 undefined
237;route nationale 13, 78240 chambourcy;1s3;2.034;48.908;13 rue ronsard, 78300 poissy;13 rue ronsard, 78100 saint-germain-en-laye;13 rue roger robereau, 78100 saint-germain-en-laye;13 avenue alice, 78260 achères;13 allée arlety, 78260 achères
235;14 avenue claude vellefaux, 75010 paris;vellsefaux;2.370;48.873;;;;;
234;3, rue du marais, 60870 villers-saint-paul;marsais;-1.619;48.113;5090 la marsaiserie, 53350 undefined;1 la marsais, 56460 undefined;2 la marsais, 56460 undefined;6 la marsais, 56460 undefined;4 la marsais, 56460 undefined
233;6, place sainte marie, 71150 rully;masrie;4.740;46.875;8 cl dr. emili masriera, 8348 cabrils;1 cl masriera, 8014 barcelona;7 cl doctor masriera, 8340 vilassar de mar;13 cl doctor masriera, 8340 vilassar de mar;15 cl doctor masriera, 8340 vilassar de mar
232;16 avenue de l'opéra, 75001 paris;l'ospéra;2.335;48.865;;;;;
231;94 rue du général de gaulle, 68128 village-neuf;gauslle;7.571;47.605;;;;;
230;17, rue des petits-champs, 75001 paris;petitss-champs;2.338;48.866;;;;;
229;18, rue des combattants, 13600 la ciotat;combasttants;5.608;43.174;;;;;
228;51 avenue du dr arnold netter, 75012 paris;netster;2.405;48.844;;;;;
227;105 avenue des célestins, 03200 vichy;célesstins;3.430;46.126;;;;;
226;9 chemin canto cigalo, 13210 saint-rémy-de-provence;cigsalo;4.841;43.785;;;;;
225;115 avenue de la division leclerc, 95880 enghien-les-bains;lecslerc;2.310;48.973;;;;;
224;11, passage central, 68100 mulhouse;censtral;7.341;47.748;;;;;
223;74 rue de france, 06000 nice;frasnce;7.255;43.695;;;;;
222;9 rue denoyez, 75020 paris;densoyez;2.378;48.871;;;;;
221;96 route du polygone, 67100 strasbourg;polysgone;7.759;48.566;;;;;
220;36 boulevard de la gare, 95210 saint-gratien;gasre;2.285;48.964;;;;;
219;9 quai du lazaret, 13002 marseille;lazsaret;5.365;43.306;;;;;
217;5 rue guy de maupassant, 76190 yvetot;maupasssant;0.753;49.618;;;;;
218;le bourg, 24220 vézac;bosurg;1.164;44.836;;;;;
216;3 rue de l'isly, 75008 paris;l'issly;2.326;48.875;;;;;
215;9, avenue du drapeau, 21000 dijon;draspeau;5.044;47.331;;;;;
214;24, rue de cotte, 75012 paris;costte;2.378;48.850;;;;;
213;3, boulevard du maréchal de lattre de tassigny, 49400 saumur;tasssigny;-0.089;47.262;;;;;
212;1, avenue édouard vii, 64000 pau;vsii;-0.359;43.297;;;;;
211;lieu dit "les terres rouges", 51530 dizy;rousges";3.962;49.067;;;;;
209;31 avenue jean bart, 13620 carry-le-rouet;basrt;5.172;43.334;;;;;
210;41, rue dauphine, 75006 paris;daupshine;2.339;48.854;;;;;
208;20 avenue de la fossé des pressoirs, 77700 magny-le-hongre;presssoirs;2.807;48.871;;;;;
207;2 rue saint-michel, 54000 nancy;saint-smichel;6.179;48.697;;;;;
206;6 rue victor hugo, 93500 pantin;husgo;2.402;48.895;;;;;
205;1 plage de l'estaque, 13016 marseille;l'esstaque;5.317;43.360;;;;;
204;104 rue de charonne, 75011 paris;charsonne;2.385;48.854;;;;;
203;68 bis, avenue jean moulin, 75014 paris;mouslin;2.320;48.825;;;;;
202;78, rue rue haute saint maurice, 37500 chinon;mausrice;0.240;47.167;;;;;
