address;city;postal_code;gps_lat;gps_long;name
130 Rue Saint-Maur;Paris;75011;48,8680756;2,3757793;LE PETIT BLEU
3 Rue du Sabot;Paris;75006;48,8529087;2,3315971;Leroy's Restaurant
275 rue de belleville;Paris;75019;0;0;Au coeur de l'himalaya
24, rue de Gramont;Paris;75002;48,87071;2,33704;Caffe Concerto
11, rue de Berri;Paris;75008;48,87253613;2,303730011;Dragons Elysées
60 Rue de la Roquette;Paris;75011;48,8551897;2,374019;Café Divan
35 rue Marbeuf;Paris;75008;0;0;COSY Paris
Place André Malraux;Paris;75001;48,86394;2,3352;Le bar - Hôtel du Louvre
70 Rue Saint-Lazare;Paris;75009;48,8762148;2,3306028;fake_devon7395
3 Rue Riquet;Paris;75019;48,8879999;2,3768057;This is a test - delete this
14, rue Abel;Paris;75012;48,84740404;2,375519991;Les Combustibles
10 bercy village;Paris;75012;0;0;lapatate
164 rue du faubourg saint Antoine;Paris;75012;0;0;L'appart
28, rue Le Sueur;Paris;75016;48,8756272;2,287250042;Bellini
229 Rue du Faubourg Saint-Martin;Paris;75010;48,881971;2,3656288;Yamadori
10 Rue Condorcet;Paris;75009;48,8796626;2,3481073;Délice de Condorcet
11, boulevard Montmartre;Paris;75002;48,87169;2,34188;Flam's Grand Boulevards
5 rue du pot de fer;Paris;75005;0;0;nadaraj
NULL;Paris;75009;0;0;Orphée
6 Rue Vivienne;Paris;75002;48,8671897;2,3391728;Daroco
14, rue du Jura;Paris;75013;48,83712;2,35595;Ana M.
43 Rue Desnouettes;Paris;75015;48,8359117;2,2882939;Les As Os
141, rue du Château;Paris;75014;48,83443904;2,321680069;La Tentation des Gourmets
6, rue Saint Bon;Paris;75004;48,85829;2,35062;L'Alsacien
40, boulevard Haussmann;Paris;75009;48,87339171;2,330790043;Liza Galeries Lafayette
22 Rue de la Gaité;Paris;75014;48,839547;2,323327;Yaki Montparnasse
101, rue du Charonne;Paris;75011;48,85451;2,38428;Royal Charonne
88 Avenue de Choisy;Paris;75013;48,8248071;2,3615458;Basilic & Spice
42, rue Taitbout;Paris;75009;48,87365516;2,335330009;Mamou
33 Rue de Clichy;Paris;75009;48,8790731;2,329344;L'Etincelle
14 Rue Faidherbe;Paris;75011;48,8513018;2,3841488;Les comptoirs de Lisbonne
46, boulevard Garibaldi;Paris;75015;48,84654801;2,305900097;Krishna Bhavan 15e
61, rue des Trois Frères;Paris;75018;48,88562421;2,338219881;Aloy Aloy
77, rue Boissiere;Paris;75016;48,86885;2,28619;Sole Mio Victor Hugo
22, rue de Ponthieu;Paris;75008;48,87082492;2,309540033;El Sol, Comptoir Espagnol 8ème
16, rue Favart;Paris;75002;48,87122136;2,338160038;Les Alchimistes
38 Boulevard de l'Hopital, Paris, France;Paris;75005;48,8404597;2,3617367;Best Saveurs de Chine
25 Rue du Sentier;Paris;75002;0;0;testbere2
94 Rue des Dames;Paris;75017;48,8829886;2,317636;Tonton Des Dames
90, quai de Jemmapes;Paris;75010;48,87273434;2,36458993;Marcel
31 Rue Guillaume Tell;Paris;75017;48,8848837;2,2950957;Roca
81, Rue Chardon Lagache 75016;Paris;75016;0;0;Au Relais Chardon
33-35 Boulevard du Temple;Paris;75003;48,865769;2,364864;Au Royal Couscous
112 Rue du Faubourg Saint-Honoré;Paris;75008;48,8717232;2,3148206;Epicure - Le Bristol Paris
102 Avenue de Saint-Ouen;Paris;75018;48,8940535;2,3280715;MAMMAM
68 avenue gambetta;Paris;75020;0;0;Ristorante Prima
16, rue de la Forge Royale;Paris;75011;0;0;Le Réservoir
221 Avenue Jean Jaurès;Paris;75019;48,8891696;2,3935976;Le Balcon - Philharmonie de Paris
163 Rue Saint-Jacques;Paris;75005;48,8460993;2,3429861;Au Port du Salut
208, rue Saint Jacques;Paris;75005;48,84536562;2,342570066;Casa Valentino
7, Rue du Faubourg Saint Martin;Paris;75010;48,8695;2,35569;Baranaan Indian Cocktail
8 Avenue de Taillebourg;Paris;75011;48,8499444;2,3981616;Khun Akorn
66 Rue du Chevaleret;Paris-13E-Arrondissement;75013;48,8305117;2,3750377;Persillé 13ème
6 bis rue pache;Paris;75011;0;0;o'pacha
5 Rue des Moines;Paris;75017;0;0;Comme chez Maman
34 Rue Saint-Ferdinand;Paris;75017;48,8777782;2,2873956;Scariell' - Cucina di Quartiere
75 Rue Réaumur;Paris;75002;48,8667937;2,3491679;Les Domaines Qui Montent Réaumur
106, rue Saint Honoré;Paris;75001;48,86155;2,34197;Le 106
NULL;Paris;75008;0;0;The Kala
8, place du 18 juin 1940;Paris;75006;48,8441129;2,32317996;Café Montparnasse
10, rue de Port-Mahon;Paris;75002;48,86944487;2,334059954;Yo
11 Rue Rennequin;Paris;75017;48,8810113;2,2986443;Bistro BAB
16 Rue de Tolbiac;Paris;75013;48,8298334;2,3746425;Khanchi
28 Rue Jean-Baptiste Pigalle;Paris;75009;48,8794474;2,3337277;One More Sushi
3, rue de Maubeuge;Paris;75009;48,87628453;2,340709925;Abradavio
11 Rue Clément Marot;Paris;75008;48,8674796;2,3033283;Bellota-Bellota® Champs Elysees
19 Rue de Rivoli;Paris;75004;48,8559431;2,3573452;This is a test - ignore this
6, rue de la Bastille;Paris;75004;48,85385;2,36795;Petit Bofinger - Bastille
62 Boulevard Beaumarchais;Paris;75011;48,85791;2,3683793;Caffe Créole
6, avenue Bosquet;Paris;75007;48,86076221;2,302580118;Nabuchodonosor
8, rue Falguière;Paris;75015;48,83621678;2,309760094;Au Plaisir
56, boulevard du Port-Royal;Paris;75005;48,83746719;2,346319914;Villa Matteo
29 Rue Saint-Placide;Paris;75006;48,8488976;2,325619;Osaba
6 Rue Aristide Bruant;Paris;75018;48,8852511;2,3353189;La Balançoire
17 Rue des Messageries;Paris;75010;48,8762829;2,3494156;jaipur cafe
89 Rue Lemercier;Paris;75017;48,8886426;2,3197324;CUCUCINA
69 Rue Damrémont;Paris;75018;48,8927045;2,3351658;Avec Ma Blonde
25, avenue Montaigne;Paris;75008;0;0;Amex - Alain Ducasse au Plaza Athénée
3-5 Rue du Commandant Rivière, Paris, France;Paris;75008;48,8725927;2,309308;Mitsou
23 Rue Buffault;Paris;75009;48,8761962;2,3421404;Le Bien Venu
139 avenue de Versailles;Paris;75016;2,267577929;48,84230042;Croque moi
rue de la liberte;Paris;75014;0;0;frrrfrfrf
18, rue Dufrenoy;Paris;75016;48,86635341;2,273139954;Lartigue
4 Rue Gay-Lussac;Paris;75005;48,8462963;2,340903;Yaki Ramen
6 Rue du Commandant Rivière;Paris;75008;48,8729549;2,3092679;Olsen
69, av. de la Porte d'Auteuil;Paris;75016;48,84793121;2,250129938;Pavillon des Princes
154 Boulevard Haussmann;Paris;75008;48,8756529;2,3112716;Le 154 Restaurant
41 Rue Poussin;Paris;75016;48,8483822;2,2607871;Le Forty One
4 rue Arsène Houssaye;Paris;75008;48,87365516;2,298110008;Stella Maris
183 rue saint denis;Paris;75002;0;0;Le Portugal
80 Rue du Faubourg Poissonnière;Paris;75010;48,8766511;2,3488933;The Blind Pig Pub
26 Rue de Cotte;Paris;75012;48,8503007;2,3784004;Gaspard
31 Rue La Boétie;Paris;75008;48,8737086;2,3155122;Le Continent
47 Passage des Panoramas;Paris;75002;48,87089;2,3415193;Caffè Stern
208 Rue du Faubourg Saint-Denis;Paris;75010;48,8823032;2,3588786;Shalini
9 Rue de Penthièvre, Paris, France;Paris;75008;0;0;forki sushi
31 Bis Rue du Faubourg Montmartre;Paris;75009;48,8736056;2,3425172;LOCO
122-124, boulevard de Rochechouart;Paris;75009;48,8821374;2,339819908;Café La Cigale
10, rue Gomboust;Paris;75001;48,8674;2,33264;Bistrot Saint-Honoré
25 rue Quincampoix;Paris;75004;48,860069;2,349926;Bistro Beaubourg
13 Rue de Médicis;Paris;75006;48,848037;2,3400861;Le Petit Médicis
234, rue du Faubourg Saint-Antoine;Paris;75012;48,84937963;2,389039993;La Table de Julie
10 Rue Lambert;Paris;75018;48,8887057;2,3458064;Maimika
46, rue Dauphine;Paris;75006;48,85411;2,33865;Pizza Marinara
9 Rue de Gravelle;Paris;75012;48,8360258;2,3975362;O'Naturel - le restaurant naturiste parisien
23 Rue de Cotte;Paris;75012;48,8498561;2,3777159;Tomette
12 rue des Precheurs;Paris;75001;0;0;Dolce Vita
32 Avenue Corentin Cariou;Paris;75019;48,89706;2,386472;Pena Festayre
62, rue Pergolèse;Paris;75016;48,87325873;2,281069994;Pergo Café
3 Rue Marie Georges Picquart;Paris;75017;48,8880903;2,3118801;Cafe Dad
7, rue Cavallotti;Paris;75018;48,88608325;2,328469992;Le Perroquet Vert
19, rue de Longchamp;Paris;75016;48,86490548;2,290839911;Le Grenier à Pommes
9 Rue Belidor;Paris;75017;48,880187;2,2856526;Tokugawa
3 Rue de Duras;Paris;75008;48,8709007;2,3175624;Minim's de Paris
26 RUE DAMESME;Paris;75013;0;0;LE PATIO
78, avenue Émile Zola;Paris;75015;48,84651;2,28678;"le Relais du 15ème ""Iran Cera"""
70 Rue Saint-Lazare;Paris;75009;0;0;VG Good Food
70 Rue Saint-Lazare;Paris;75009;48,8763776;2,330525;Formation en Académie - Offre Free (Formateur : Alexandrine)
24 boulevard du temple;Paris;75011;0;0;H2O
24, Rue Rambuteau;Paris;75003;48,861;2,354368;Le Potager du Marais
f;Paris;75002;0;0;r
17 boulevard edgar quinet;Paris;75014;0;0;le bistro d'edgar
16 Rue Daval;Paris;75011;48,8546635;2,3708727;Le Relais du Massif Central
112 Rue du Faubourg Saint-Honoré;Paris;75008;48,8717232;2,3148206;Café Antonia - Le Bristol Paris
145 Avenue Daumesnil;Paris;75012;48,8427097;2,3853054;Fondue Chongqing
Place du Tertre;Paris;75018;48,8865032;2,3408022;La Bohème du Tertre
45 Rue de Babylone;Paris;75007;48,851696;2,3187499;L'Atelier du Pied de Fouet
151 RUE SAINT-MAUR;Paris;75011;48,868183;2,375015;L' EQUATEUR
4, rue de Paradis;Paris;75010;48,87444298;2,355119944;Le Petit Platon
3, rue Berryer;Paris;75008;48,87517;2,30426;Helen
19 Rue de la Fontaine au Roi;Paris;75011;0;0;les fernandises
24 Rue Rodier;Paris;75009;48,8784199;2,3429035;Orties
3 Rue du Télégraphe;Paris;75020;48,8715381;2,3999254;La Boca Loca
32 rue blomet;Paris;75015;0;0;Le Blomet Cafe
66 Avenue d'Ivry;Paris;75013;48,824701;2,364283;Pho 13
74, boulevard de Menilmontant;Paris;75020;48,86418275;2,386499882;La Cantine Russe
13, rue Mademoiselle;Paris;75015;48,84375;2,29456;Bacco
199 Rue de Vaugirard;Paris;75015;48,8420571;2,3108452;Nid à couscous
26 Rue Duhesme;Paris;75018;48,8910372;2,3393194;L'Étoile de Montmartre
21, rue de Trevise 75009;Paris;75009;0;0;Autour d'un Verre
11 Rue d'Enghien;Paris;75010;48,8716298;2,3522139;Floyd's
13 rue de verdun;Paris;75002;48,8664158;2,3426903;Mon Restaurant
20 Rue du Sentier;Paris;75009;48,8694467;2,3462102;Indexer Walid
10 Rue Mandar;Paris;75002;48,8657439;2,3458021;Pouchla Byens Ro
8 Rue Fessart;Paris;75019;48,8763046;2,3879091;Chacun Fait
21 Rue de Rochechouart;Paris;75009;48,8777057;2,3443958;Showcolat
Paris;Paris;75017;48,856614;2,3522219;CASA TEST 10
95 Boulevard Bessières;Paris;75017;48,8958188;2,3182004;Spritz
17 bis, rue Campagne Première;Paris;75014;48,83884812;2,331059933;Le Bistro T
30, rue du Vertbois;Paris;75003;48,86694562;2,35826993;La Table d'Ana
82 Boulevard de Port-Royal;Paris;75005;48,8389935;2,3402502;A L'ombre d'un bouchon - Port Royal
5, square Charles Dickens;Paris;75016;48,85760245;2,284620047;Musée du Vin - Les Échansons
19, rue Lauriston;Paris;75016;0;0;Restaurant Akrame
151 Rue de Crimée;Paris;75019;48,8876266;2,3802293;pizzeria cordial
57 Rue de la Fontaine au Roi;Paris;75011;48,8684263;2,3738204;La Marmite d'Afrique
10 Rue Fulton;Paris;75013;48,8383238;2,3711082;Nems et Sushi
4 Rue Petit;Paris;75019;48,8844839;2,3793717;Le Laumière
163 Avenue de Clichy;Paris;75017;48,8920306;2,3172567;Sushi Tokyo
1, rue de Lyon;Paris;75012;48,845923;2,372252;L'Express de Lyon
dda;Paris;75010;0;0;alibaba
12 rue de Maubeuge;Paris;75009;48,87668093;2,341749907;Rizzo Café
31, avenue Simon Bolivar;Paris;75019;48,87529;2,38195;Hobbes
30 RUE DE LA PAIX;Paris;75010;0;0;lambertland
"8 Rue de la Main d'Or";Paris;75011;48,8517191;2,3782064;Buffet
15 Rue la Vieuville;Paris;75018;48,8847533;2,3401126;Au rendez-vous de Montmartre
46, rue Ramey;Paris;75018;48,89022693;2,345750093;Bistrot Crêpes Tifin
7 Place de Fontenoy;Paris;75007;0;0;Restaurant de l'Unesco
43 Rue des Petits Carreaux;Paris;75002;48,8681231;2,3473405;Lemon
7, rue de la Michodière;Paris;75002;48,869505;2,334623;Koba
116, boulevard Pereire;Paris;75017;48,88542605;2,297719955;Villa Pereire
41, rue Dauphine;Paris;75006;48,85444501;2,339099884;Chez Gaandhi
test;Paris;75012;0;0;test
20 rue du sentier;Paris;75002;0;0;le tag
19 Rue des Gâtines;Paris;75020;48,8658799;2,3982801;Au bon coin
23, rue Guillaume Tell;Paris;75017;48,88476884;2,294919968;La Rosa
82 Quai de Jemmapes;Paris;75010;48,8722937;2,3651244;Siseng
50 Boulevard de Magenta;Paris;75010;48,8729465;2,3593335;Pho Miam
5 Rue de Lancry;Paris;75010;48,869107;2,3599999;Bio Dégustation
21 avenue ledru rollin;Paris;75012;0;0;cafe de la seine
10 Boulevard Morland;Paris;75004;48,8487901;2,3648536;L'Esprit de Famille
330 Rue Saint-Martin;Paris;75003;48,8686737;2,3556561;Fuugaya
55 Rue de Prony;Paris;75017;48,8823102;2,3036414;La Table du Caviste Bio
7 Place de Fontenoy;Paris;75007;48,8498879;2,3065032;Restaurant UNESCO - Semaine cuisine africaine
8 Place de la Porte Molitor;Paris;75016;48,8453891;2,2562655;Club House
57 Rue Notre Dame de Nazareth;Paris;75003;48,867688;2,3562292;JEAN MICHEL BISSOR
"104 Avenue d'Ivry";Paris;75013;48,825698;2,361309;Pho Saigon
16 Rue Saint-Sauveur;Paris;75002;48,8661076;2,3485285;HouseChill Bar
3 bis Rue Durantin;Paris;75018;48,8852625;2,3373153;GCD
72 Rue des Gravilliers, Paris, France;Paris;75003;48,8645454;2,3546427;Shabu Sha
143 boulevard Raspail;Paris;75006;0;0;Charivari
47, rue de Bretagne;Paris;75003;48,863324;2,361285;Chez Omar
3 Rue du Roi Doré;Paris;75003;48,8599715;2,3642921;Salōn
14 Rue des Goncourt;Paris;75011;48,8698803;2,3719957;Les délices des Goncourt
10 RUE HEGESIPPE MOREAU;Paris;75017;0;0;LA KARAMBOLE
121, rue de l'Université;Paris;75007;0;0;Chez Nagi
52, rue de la Chapelle;Paris;75018;48,89410442;2,359859943;La Braise Dorée
12 Avenue Richerand;Paris;75010;48,8721078;2,3662046;PHILOU
2 rue des pyrénnés;Paris;75013;0;0;AUX HERBES FOLLES
40,rue de l'Université;Paris;75007;48,85760245;2,328429937;Le Bistrot de l'Universite
94 Avenue Parmentier;Paris;75011;48,8660876;2,3738615;id fun sushi
45 Rue La Boétie;Paris;75008;48,8735553;2,3142225;Caffe Bellucci
125, rue de Tocqueville;Paris;75017;48,88927;2,3048;Le Zerda Café Paris 17 eme
6 Rue de l'Arbalète;Paris;75005;48,8404923;2,349208;Les Petits Plats de Marc
8 Rue du Château Landon;Paris;75010;48,8799749;2,3624646;La Marina
47, bis Rue d'Orsel;Paris;75018;48,88332144;2,341520071;Samrana
121 Rue du Faubourg Saint-Antoine;Paris;75012;48,8511707;2,377046;Le Camélia
70 Rue Saint-Lazare;Paris;75009;48,8762148;2,3306028;Evapicuriale
19 boulevard edgar quinet;Paris;75014;0;0;peperony
83 rue Réaumur;Paris;75002;48,86701086;2,348289967;Eat Sushi Montorgueil
17, rue Pergolese;Paris;75016;48,875429;2,285160065;La Villa Pergolèse
41 Rue de la Croix Nivert;Paris;75015;48,8455487;2,2984334;Le Comptoir du Pérou
74 Rue des Gravilliers;Paris;75003;48,8645677;2,3545663;Kitchen
28 Rue des Martyrs;Paris;75009;0;0;Café Marguerite
x;Paris;75002;0;0;Test TAR2014
16 Rue Jean-Jacques Rousseau;Paris;75001;48,862533;2,3408736;Casa Festa
116 Rue Mouffetard;Paris;75005;48,8403708;2,3496222;Le Mouffetard
21 avenue d'italie;Paris;75013;48,8288383;2,3565765;La Terrasse d'Italie
154 Rue du Faubourg Saint-Antoine;Paris;75012;48,8502782;2,3804837;Sushi Bar
44 Rue Saint Honoré;Paris;75001;48,8612196;2,34436;Milo
42 Rue d'Orsel;Paris;75018;48,8837029;2,3426649;Môm'Art
7, rue de l'Etoile;Paris;75017;48,87674616;2,296210051;Chez Gabrielle
162 Rue Montmartre;Paris;75002;48,8703179;2,3428451;Bonpot
12, rue de l'Amiral Roussin;Paris;75015;48,84536562;2,299040079;Le Zoo
25, place des Vosges;Paris;75004;48,85622204;2,36548996;Carette des Vosges
22 Rue de la Butte aux Cailles;Paris;75013;48,8278265;2,3502065;Les Tanneurs
3, rue Corbineau;Paris;75012;48,83884812;2,381639957;Venezia
1 Rue de Cheroy;Paris-17E-Arrondissement;75017;48,8820368;2,31873;Les Coulisses
47 Rue de Laborde;Paris;75008;48,875503;2,317917;TUK TUK
107, rue de l'Université;Paris;75007;48,86116;2,31148;Le Divellec - Jacques Le Divellec
12 Rue de Marignan;Paris;75008;48,8685069;2,3066416;Nubé - Hôtel Marignan Champs-Elysées
60 rue Gérard;Paris;75013;0;0;Le Plug In Café
10-12, rue du Pot de Fer;Paris;75005;48,84299572;2,348880053;Le Pot de Fer
6 Rue Michel Chasles;Paris;75012;48,8465855;2,3739868;Le Bistro Lyonnais
4 Impasse de Joinville, Paris, France;Paris;75019;48,891254;2,3780208;Le Cent Huit
33 Rue des Blancs Manteaux;Paris;75004;48,8593617;2,3556314;Le Café des Bains
NULL;Paris;75008;0;0;Elysée Lounge
7, rue Boccador;Paris;75008;48,86668214;2,302819967;Philippe et Jean Pierre
3 Rue Cadet;Paris;75009;48,8744289;2,3423523;Jour Après Jour Phô ALT
8, rue Croix des Petits Champs;Paris;75001;48,86260426;2,339489937;Louise - Palais Royal
7 Rue Lagille;Paris;75018;48,8948478;2,3287328;Île du Soleil du Cap Vert
111, rue de Tolbiac;Paris;75013;48,82660419;2,363569975;Le Pretexte
96, boulevard Saint-Germain;Paris;75005;48,8512221;2,343810081;96 Café Contemporain
17 rue de castillane;Paris;75008;0;0;O'GINKGO
6 Rue Poinsot;Paris;75014;48,8409789;2,3230754;Chez Davido
44 avenue d'Ivry;Paris;75013;0;0;Chinatown Olympiades
21 rue Vignon;Paris;75008;48,87162;2,32628;Terres de Truffes Paris
59 Rue de Dantzig;Paris;75015;48,8303175;2,296164;Restaurant du Marché
Parc des Buttes Chaumont;Paris;75019;48,878027;2,3788187;Le Pavillon Puebla
32, rue Pelleport;Paris;75020;48,86372;2,40426;My Cedre
52 Rue Basfroi;Paris;75011;48,8565569;2,3782941;L'Attache
40 Rue Poncelet;Paris;75017;48,8798946;2,2988552;Le Telex 17
117 Rue du Théâtre;Paris;75015;0;0;Mono Coco
23, avenue Victoria;Paris;75001;48,85819477;2,346169949;Victoria Cross
84 rue lecourbe;Paris;75015;0;0;Laboud
3, rue de la Collégiale;Paris;75005;48,83733411;2,352390051;Au Goût du Monde
18, rue des Bourdonnais;Paris;75001;48,85911585;2,344039917;Maccaroni Ristorante Italiano
105, rue Saint Maur;Paris;75011;48,8654;2,3774;Trattoria da Gigi
29 boulevard de clichy;Paris;75009;0;0;Le Capucin Gourmand
45 Rue Dauphine;Paris;75006;48,8542839;2,3391442;LE WOK SAINT GERMAIN
70 Rue Saint-Lazare;Paris;75009;48,8762148;2,3306028;My restaurant Seb
"8 Rue Boissy d'Anglas";Paris;75008;0;0;BUDDHA BAR
22 Rue de Dunkerque;Paris;75010;0;0;Isis Bis
7 Rue Linois;Paris-15E-Arrondissement;75015;48,848895;2,2825847;My Pop Burgers
4, rue Saussier Leroy;Paris;75017;48,87917969;2,296750069;L'Atelier du Marché
59 rue Saint André des Arts;Paris;75006;0;0;El Chuncho
1 Rue Guénot;Paris;75011;48,8507397;2,3922182;Com' à la Boucherie
14, rue Duc;Paris;75018;48,89213311;2,342710018;Tartine Mariolle
59, boulevard Saint-Jacques;Paris;75014;48,83285961;2,336019993;Café L'Ecir
13, rue Grégoire de Tours;Paris;75006;48,85312977;2,33791995;Old Kashmir
54 Rue Mademoiselle;Paris;75015;48,8433561;2,2999342;Senatore Caffé
7 Rue de Ponthieu;Paris;75008;48,870186;2,310802;Korean Barbecue Champs-Elysees
83 Rue Mouffetard;Paris;75005;48,8419011;2,349851;Les Frenchy's
46 Rue Jacques Hillairet;Paris;75012;48,8434761;2,3895453;La Table Ronde
18 Rue Duc;Paris;75018;48,8924865;2,3421998;Le Postal
286 Rue de Vaugirard;Paris-15E-Arrondissement;75015;48,8385932;2,2987464;Hippopotamus Paris Vaugirard 15e
37, avenue de Friedland;Paris;75008;48,87404;2,29947;La Villa
Route de la Pyramide;Paris;75012;48,8302112;2,4502342;Les Magnolias
87 rue Legendre;Paris;75017;48,8878871;2,3204695;Les Françaises
13 Boulevard Saint-Martin;Paris;75003;48,868031;2,3606658;Sushi Fujitomy
15 Rue de Wattignies;Paris;75012;48,8366468;2,393369;Le Cèdre Oriental
6, rue du Ponceau;Paris;75002;48,86681262;2,351799965;La Regatta
18, rue des Coutures Saint-Gervais;Paris;75003;48,86023518;2,362129927;L'Apparemment Café
103 Rue Legendre;Paris;75017;48,8886947;2,3217331;Mariba
153 Rue Saint-Maur;Paris;75011;48,8682855;2,3748029;Le Flamboyant
20 RUE DU SENTIER;Paris;75002;0;0;test
36 Boulevard Garibaldi;Paris;75015;48,8465729;2,30503;Gastronome d'Orient
20 rue du sentier test;Paris;75002;0;0;Restaurant Damien 70
152 Rue de Charenton;Paris;75012;0;0;Les Rendez-vous Italiens
148 Avenue de Saint-Ouen;Paris;75018;48,8969076;2,3290642;Chez Michel
9, place du Maréchal Juin;Paris;75017;48,88489927;2,296600103;Dessirier
6 rue debarcadère;Paris;75017;0;0;o'connells
62, avenue des Ternes;Paris;75017;48,87924492;2,291490078;Rech - Alain Ducasse
121, rue Monge;Paris;75005;0;0;Bayon
39, rue Boissy d'Anglas;Paris;75008;48,8699718;2,322449923;L'Envue
zef;Paris;75019;0;0;moi
3 Rue de Boulainvilliers;Paris-16E-Arrondissement;75016;48,851589;2,2777274;Zebra
1 Rue Ampère;Paris;75017;48,8851476;2,3069917;Paradox
77, Rue Du Cherche Midi;Paris;75006;48,8506579;2,3415895;The Butchers of Paname
50 Rue de la Folie Régnault;Paris;75011;48,8640386;2,3720354;Q Bar
68, rue des Dames;Paris;75017;48,88354;2,31992;Gare au Gorille
12 Rue des Batignolles;Paris;75017;48,8839066;2,3228216;L'Atelier des Batignolles
1 Rue Meynadier;Paris-19E-Arrondissement;75019;48,8830105;2,3825185;Sushi Tokyo
3, rue d'Arras;Paris;75005;48,8476;2,35185;La Poêle qui Danse
11, rue de Moscou;Paris;75008;48,88075766;2,324800014;La Puttanesca
92 av ledru rollin;Paris;75011;0;0;le rollin
rue du sentier;Paris;75002;0;0;Quentin W test
28 Rue François Truffaut;Paris;75012;48,8332858;2,3860384;Hippopotamus Paris Cour Saint Emilion 12e
12 Rue du Bourg Tibourg;Paris;75004;48,8570462;2,3560384;Le Coude Fou
87 Rue de Patay, Paris, France;Paris;75013;48,8267634;2,3720971;l illizi
